add,date,amount,price,area,type,age,floor.height,subject,pattern,car,use,lon,lat
臺北市中山區長春路１００號五樓之４,111/02/28,1927.3,61.2,31.48,住宅大樓(11層含以上有電梯),47,五層/十二層,房地(土地+建物),1房2廳1衛,0,住家用,121.5279422,25.0547762
臺北市中山區北安路６６９號六樓,111/02/28,1871.7,71.7,26.1,華廈(10層含以下有電梯),4,六層/七層,房地(土地+建物)+車位,1房1廳1衛,0,住家用,121.5493238,25.0850704
臺北市中山區長春路２４７號六樓之７,111/02/28,1400,90.3,15.51,住宅大樓(11層含以上有電梯),14,六層/十二層,房地(土地+建物),1房1廳1衛,0,住家用,121.5395689,25.0548824
臺北市中山區長安東路二段１６６號二樓,111/02/28,3131,100,44.26,住宅大樓(11層含以上有電梯),6,二層/十四層,房地(土地+建物)+車位,3房1廳1衛,300,住家用,121.5397491,25.0482279
臺北市中山區新生北路三段６８巷１０號二樓之１,111/02/28,808,67.5,11.98,華廈(10層含以下有電梯),25,二層/五層,房地(土地+建物),1房1廳1衛,0,住家用,121.52711,25.0660996
臺北市中山區新生北路三段５６巷１９號六樓之１,111/02/28,2068,88.6,23.33,住宅大樓(11層含以上有電梯),12,六層/十三層,房地(土地+建物),1房1廳1衛,0,住家用,121.5266013,25.0655312
臺北市中山區長春路２９８號十四樓,111/02/28,14828,93.1,159.22,住宅大樓(11層含以上有電梯),15,十四層/十五層,房地(土地+建物)+車位,5房4廳4衛,0,住家用,121.5394761,25.0545218
臺北市中山區中山北路二段６５巷１０號十一樓之３,111/02/28,3065,70.6,43.4,住宅大樓(11層含以上有電梯),2,十一層/十二層,房地(土地+建物)+車位,2房2廳1衛,0,住家用,121.5240147,25.0569626
臺北市中山區吉林路２５４之１號五樓之１,111/02/28,485,71,6.83,華廈(10層含以下有電梯),43,五層/七層,房地(土地+建物),1房1廳1衛,0,住家用,121.530033,25.0599425
臺北市中山區林森北路１０７巷３號五樓之１,111/02/28,1575,67.4,25.01,華廈(10層含以下有電梯),7,五層/八層,房地(土地+建物)+車位,1房1廳1衛,210,住家用,121.5254081,25.0502938
臺北市中山區吉林路２５４之１號五樓,111/02/28,680,69.5,9.78,華廈(10層含以下有電梯),43,五層/七層,房地(土地+建物),1房1廳1衛,0,住家用,121.530033,25.0599425
臺北市中山區民族東路５３０號四樓,111/02/28,1658,50,33.18,公寓(5樓含以下無電梯),41,四層/四層,房地(土地+建物),3房2廳2衛,0,住家用,121.542878,25.067222
臺北市中山區吉林路９３號十一樓,111/02/28,2558,89.6,28.56,住宅大樓(11層含以上有電梯),6,十一層/十一層,房地(土地+建物)+車位,2房2廳1衛,0,住家用,121.5303912,25.0557703
臺北市中山區合江街６１巷８號三樓,111/02/27,1780,69.4,25.66,公寓(5樓含以下無電梯),40,三層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.539685,25.057163
臺北市中山區林森北路８５巷７７號二樓之６,111/02/27,573,77.8,7.37,華廈(10層含以下有電梯),15,二層/七層,房地(土地+建物),0房1廳1衛,0,住家用,121.5274792,25.049334
臺北市中山區新生北路二段３１之１號八樓之３,111/02/27,1758,65,27.04,住宅大樓(11層含以上有電梯),44,八層/十二層,房地(土地+建物),2房0廳1衛,0,住家用,121.5278274,25.0542013
臺北市中山區北安路６３０巷２５弄１８號三樓之１,111/02/27,3850,75.9,50.74,華廈(10層含以下有電梯),24,三層/九層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5502117,25.0836709
臺北市中山區民權東路二段１３５巷３６號七樓,111/02/26,2425,76.9,32.68,華廈(10層含以下有電梯),7,七層/十層,房地(土地+建物)+車位,2房2廳2衛,180,住家用,121.5349125,25.0643749
臺北市中山區林森北路１０７巷２８號四樓之１,111/02/26,1135,68.2,16.65,華廈(10層含以下有電梯),6,四層/七層,房地(土地+建物),1房0廳1衛,0,住家用,121.525882,25.0499803
臺北市中山區松江路８號十二樓之４,111/02/26,485,76,6.38,住宅大樓(11層含以上有電梯),44,十二層/十二層,房地(土地+建物),1房0廳1衛,0,住家用,121.5327323,25.0464978
臺北市中山區基湖路１１２巷５３號二樓,111/02/25,6388,92.7,68.93,華廈(10層含以下有電梯),13,二層/十層,房地(土地+建物)+車位,3房2廳3衛,0,住家用,121.5623806,25.0792753
臺北市中山區錦州街２５號四樓之１,111/02/25,1000,58.9,16.98,華廈(10層含以下有電梯),49,四層/六層,房地(土地+建物),3房2廳4衛,0,住家用,121.5252847,25.0604173
臺北市中山區林森北路４８１號十四樓之７,111/02/25,980,51.4,19.07,住宅大樓(11層含以上有電梯),19,十四層/十四層,房地(土地+建物)+車位,1房1廳1衛,0,住家用,121.5257278,25.0611307
臺北市中山區錦州街３０巷１１號五樓之１３,111/02/25,525,54.7,9.6,華廈(10層含以下有電梯),43,五層/十層,房地(土地+建物),2房1廳1衛,0,住家用,121.5248617,25.0594888
臺北市中山區合江街６９之１號六樓之１,111/02/25,2740,71.7,38.2,華廈(10層含以下有電梯),37,六層/七層,房地(土地+建物),3房2廳2衛,0,住家用,121.5393079,25.0583271
臺北市中山區農安街１９號十樓之２,111/02/25,1208,87.3,13.84,住宅大樓(11層含以上有電梯),19,十層/十四層,房地(土地+建物),1房2廳1衛,0,住家用,121.5239116,25.0650632
臺北市中山區吉林路２號六樓之２,111/02/25,8600,89.1,96.48,住宅大樓(11層含以上有電梯),11,六層/十四層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5301344,25.0483744
臺北市中山區長安東路一段５６巷１弄１２號二樓,111/02/24,2640,78.3,33.73,華廈(10層含以下有電梯),7,二層/七層,房地(土地+建物),2房2廳1衛,0,住家用,121.5292167,25.047503
臺北市中山區民生東路一段７０巷１１號四樓之１３,111/02/24,776,83.6,9.29,華廈(10層含以下有電梯),14,四層/七層,房地(土地+建物),1房1廳1衛,0,住家用,121.526511,25.0572759
臺北市中山區四平街５６號四樓之２,111/02/24,2580,104.2,24.75,住宅大樓(11層含以上有電梯),13,四層/十一層,房地(土地+建物),2房2廳1衛,0,住家用,121.5334835,25.0535725
臺北市中山區新生北路三段８２巷３７號四樓之２,111/02/24,750,67.5,11.1,華廈(10層含以下有電梯),29,四層/六層,房地(土地+建物),1房1廳1衛,0,住家用,121.5262193,25.0671908
