"地段位置或門牌","交易年月","總價","單價","總面積","型態","屋齡","樓別.樓高","交易標的","建物現況格局","車位總價","主要用途","lon","lat"
"臺北市松山區敦化南路一段１００巷７弄１２號二樓","111/04/14",3650,114,32.02,"華廈(10層含以下有電梯)",8,"二層/七層","房地(土地+建物)+車位","2房2廳1衛","0","住家用",121.5478603,25.0458296
"臺北市松山區民生東路四段１１９號四樓","111/04/14",2900,90.4,32.06,"公寓(5樓含以下無電梯)",54,"四層/四層","房地(土地+建物)","5房1廳2衛","0","住家用",121.553377,25.058259
"臺北市松山區民權東路三段１８６號八樓","111/04/14",1900,44.8,42.44,"華廈(10層含以下有電梯)",36,"八層/八層","房地(土地+建物)","4房2廳3衛","0","住家用",121.5500186,25.0614415
"臺北市松山區八德路三段１５８巷８弄１０號四樓","111/04/14",2939,83.4,35.24,"華廈(10層含以下有電梯)",44,"四層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5548174,25.0475843
"臺北市松山區延壽街４０２巷３弄１９號四樓之５","111/04/14",3368,76.2,44.2,"華廈(10層含以下有電梯)",43,"四層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5580779,25.0557524
"臺北市松山區民生東路五段２０２號十六樓之１","111/04/13",705,79,8.92,"住宅大樓(11層含以上有電梯)",33,"十六層/二十層","房地(土地+建物)","1房0廳1衛","0","住家用",121.5644799,25.0581502
"臺北市松山區三民路３８號七樓","111/04/13",2300,97.9,23.5,"華廈(10層含以下有電梯)",13,"七層/八層","房地(土地+建物)+車位","2房1廳1衛","0","住家用",121.5639867,25.0533301
"臺北市松山區民族東路６５６號七樓","111/04/12",4150,56,74.15,"華廈(10層含以下有電梯)",39,"七層/七層","房地(土地+建物)","7房4廳4衛","0","住家用",121.546122,25.065018
"臺北市松山區復興北路４８９號七樓","111/04/12",1080,80.5,13.42,"住宅大樓(11層含以上有電梯)",15,"七層/十一層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5444774,25.0649764
"臺北市松山區八德路四段４４５號三樓之３","111/04/12",800,75.6,10.59,"住宅大樓(11層含以上有電梯)",14,"三層/十四層","房地(土地+建物)","1房1廳1衛","0","住家用",121.57042,25.049921
"臺北市松山區光復北路１１巷９７號十四樓之２","111/04/11",3400,83.1,40.89,"住宅大樓(11層含以上有電梯)",33,"十四層/十四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5623589,25.0504397
"臺北市松山區富錦街４２７號七樓","111/04/11",4330,91.9,47.11,"華廈(10層含以下有電梯)",40,"七層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5613087,25.0609978
"臺北市松山區撫遠街４０１巷１７號三樓","111/04/11",900,32.9,27.38,"公寓(5樓含以下無電梯)",47,"三層,陽臺/四層","房地(土地+建物)","3房1廳1衛","0","住家用",121.5666934,25.0659321
"臺北市松山區八德路四段７２巷１６弄１４號二樓之１","111/04/10",956,75.8,12.62,"華廈(10層含以下有電梯)",31,"二層/六層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5595965,25.0464396
"臺北市松山區三民路１１３巷２２號二樓之１","111/04/09",2650,75.2,35.26,"住宅大樓(11層含以上有電梯)",42,"二層/十二層","房地(土地+建物)","2房2廳2衛","0","住家用",121.5619916,25.0582052
"臺北市松山區民權東路三段１０３巷５弄３１號六樓之１","111/04/09",2550,72.7,35.08,"華廈(10層含以下有電梯)",37,"六層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5461862,25.0630547
"臺北市松山區撫遠街２５５巷２０號五樓","111/04/09",2000,63.9,31.28,"公寓(5樓含以下無電梯)",40,"五層/五層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5680262,25.0612382
"臺北市松山區南京東路五段４１５號十二樓","111/04/09",2528,81.9,35.59,"住宅大樓(11層含以上有電梯)",5,"十二層/十二層","房地(土地+建物)+車位","2房1廳1衛","150","住家用",121.5706214,25.0517043
"臺北市松山區南京東路五段４１５號七樓","111/04/09",2435,78.7,35.59,"住宅大樓(11層含以上有電梯)",5,"七層/十二層","房地(土地+建物)+車位","2房1廳1衛","150","住家用",121.5706214,25.0517043
"臺北市松山區南京東路五段２５０巷１２之１號","111/04/07",3368,135.6,24.84,"華廈(10層含以下有電梯)",48,"一層,平台/六層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5661982,25.0504017
"臺北市松山區民生東路五段６９巷３弄１３號四樓之１","111/04/07",4150,92.8,44.7,"華廈(10層含以下有電梯)",43,"四層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5573948,25.0593579
"臺北市松山區光復北路８５巷２７號五樓","111/04/07",3515,81.8,42.97,"華廈(10層含以下有電梯)",42,"五層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.559467,25.05063
"臺北市松山區民權東路三段１０３巷１號九樓之３","111/04/07",2250,74.4,30.25,"華廈(10層含以下有電梯)",37,"九層/十層","房地(土地+建物)","3房2廳1衛","0","住家用",121.5451054,25.0624638
"臺北市松山區民生東路五段２１３號","111/04/06",4250,122.6,34.68,"公寓(5樓含以下無電梯)",49,"一層,平台/四層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5668513,25.0592842
"臺北市松山區南京東路五段１６６號九樓","111/04/06",3200,71.8,44.55,"住宅大樓(11層含以上有電梯)",33,"九層/十二層","房地(土地+建物)","0房0廳2衛","0","住家用",121.5632848,25.0513046
"臺北市松山區寶清街１０３之６號三樓","111/04/06",3000,72.4,41.45,"住宅大樓(11層含以上有電梯)",4,"三層/十三層","房地(土地+建物)+車位","2房1廳2衛","0","住家用",121.5678665,25.0533268
"臺北市松山區延吉街４８巷３號七樓","111/04/06",2500,76.5,32.69,"華廈(10層含以下有電梯)",44,"七層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5535439,25.0449177
"臺北市松山區民生東路四段８０巷１弄６號四樓","111/04/05",2830,85.5,33.11,"公寓(5樓含以下無電梯)",46,"四層,陽臺/五層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5533375,25.0575471
"臺北市松山區南京東路五段４１５號九樓","111/04/02",2550,82.6,35.59,"住宅大樓(11層含以上有電梯)",5,"九層/十二層","房地(土地+建物)+車位","2房2廳1衛","150","住家用",121.5706214,25.0517043
"臺北市松山區南京東路五段４１５號四樓之２","111/04/01",2118,68.5,34.82,"住宅大樓(11層含以上有電梯)",5,"四層/十二層","房地(土地+建物)+車位","2房2廳1衛","180","住家用",121.5706214,25.0517043
"臺北市松山區南京東路五段１２３巷１弄２２號九樓","111/04/01",2975,82.9,35.87,"住宅大樓(11層含以上有電梯)",37,"九層/十四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5597524,25.0520123
"臺北市松山區延壽街３３０巷１８號二樓之３","111/04/01",5620,88,63.87,"住宅大樓(11層含以上有電梯)",13,"二層/十一層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5602171,25.055164
"臺北市松山區八德路四段６３６號十三樓之６","111/04/01",2400,83.2,28.83,"住宅大樓(11層含以上有電梯)",8,"十三層/十三層","房地(土地+建物)+車位","1房0廳1衛","0","住家用",121.5746776,25.0498065
"臺北市松山區八德路二段３４８號十二樓之３","111/04/01",1220,119.6,10.2,"住宅大樓(11層含以上有電梯)",13,"十二層/十四層","房地(土地+建物)","1房1廳1衛","0","住家用",121.545363,25.0476012
"臺北市松山區南京東路五段２３９號十二樓之１７","111/04/01",1378,81.8,16.84,"住宅大樓(11層含以上有電梯)",13,"十二層/十八層","房地(土地+建物)","1房1廳1衛","0","住家用",121.564802,25.051652
"臺北市松山區南京東路五段２３９號十二樓之１８","111/04/01",1368,81.2,16.84,"住宅大樓(11層含以上有電梯)",13,"十二層/十八層","房地(土地+建物)","1房1廳1衛","0","住家用",121.564802,25.051652
"臺北市松山區八德路四段６３６號十三樓之１１","111/03/31",1394,111,12.56,"住宅大樓(11層含以上有電梯)",8,"十三層/十三層","房地(土地+建物)","1房0廳1衛","0","住家用",121.5746776,25.0498065
"臺北市松山區民生東路四段７５巷５弄５號七樓之３","111/03/31",1320,94.1,14.02,"華廈(10層含以下有電梯)",14,"七層/八層","房地(土地+建物)+車位","1房1廳1衛","0","住家用",121.5510342,25.058731
"臺北市松山區八德路三段１２巷５弄２號四樓","111/03/31",2480,73.1,33.95,"華廈(10層含以下有電梯)",40,"四層/七層","房地(土地+建物)","5房0廳5衛","0","住家用",121.5512757,25.0475893
"臺北市松山區八德路四段４４５號七樓之７","111/03/30",998,85.7,11.65,"住宅大樓(11層含以上有電梯)",14,"七層/十四層","房地(土地+建物)","1房1廳1衛","0","住家用",121.57042,25.049921
"臺北市松山區富錦街４２９巷３號七樓","111/03/30",5180,92.4,56.03,"華廈(10層含以下有電梯)",40,"七層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5612938,25.0610611
"臺北市松山區民生東路五段１５３號十二樓之９","111/03/30",1760,75.2,23.4,"住宅大樓(11層含以上有電梯)",39,"十二層/十五層","房地(土地+建物)","2房2廳1衛","0","住家用",121.5622734,25.0591086
"臺北市松山區三民路１３６巷３８號六樓","111/03/29",1150,90.3,12.74,"華廈(10層含以下有電梯)",50,"六層/六層","房地(土地+建物)","2房1廳1衛","0","住家用",121.5638911,25.0604367
"臺北市松山區東興路２巷１５號","111/03/29",1500,85.1,17.62,"華廈(10層含以下有電梯)",41,"一層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.56468,25.050476
"臺北市松山區三民路１０８之２７號","111/03/29",850,79.3,10.72,"華廈(10層含以下有電梯)",48,"一層/八層","房地(土地+建物)","1房1廳1衛","0","住家用",121.564018,25.0579719
"臺北市松山區南京東路五段４１５號八樓","111/03/29",2415,78,35.59,"住宅大樓(11層含以上有電梯)",5,"八層/十二層","房地(土地+建物)+車位","2房1廳1衛","150","住家用",121.5706214,25.0517043
"臺北市松山區民權東路五段２號","111/03/28",2000,96.8,20.66,"公寓(5樓含以下無電梯)",47,"一層,平台/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5632815,25.0626236
"臺北市松山區民權東路三段１６０巷１９弄１４號","111/03/28",1600,35.4,45.17,"華廈(10層含以下有電梯)",42,"一層/七層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5479631,25.0599605
"臺北市松山區新中街３９號三樓","111/03/27",2988,84.9,35.21,"公寓(5樓含以下無電梯)",44,"三層/五層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5602785,25.0602943
"臺北市松山區南京東路五段５９巷３０弄８號","111/03/27",3660,120.6,30.36,"公寓(5樓含以下無電梯)",50,"一層/四層","房地(土地+建物)","1房2廳2衛","0","住家用",121.5589263,25.0529296
"臺北市松山區興安街２１０號七樓","111/03/27",4700,111.7,42.09,"華廈(10層含以下有電梯)",38,"七層/七層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5458676,25.0559593
"臺北市松山區富錦街７７巷２弄２號三樓","111/03/26",4200,86.5,48.56,"公寓(5樓含以下無電梯)",52,"三層/四層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5516335,25.0601169
"臺北市松山區南京東路四段１５８巷８號六樓","111/03/26",3320,87,38.15,"華廈(10層含以下有電梯)",39,"六層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5565193,25.050788
"臺北市松山區民生東路五段２０４號十七樓之３","111/03/26",3320,71,46.79,"住宅大樓(11層含以上有電梯)",33,"十七層/二十層","房地(土地+建物)+車位","3房2廳2衛","0","住家用",121.564772,25.0582051
"臺北市松山區民生東路五段２０２號二十樓之１３","111/03/25",912,79.9,11.41,"住宅大樓(11層含以上有電梯)",33,"二十層/二十層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5644799,25.0581502
"臺北市松山區光復北路７號六樓","111/03/25",2960,87.6,33.8,"住宅大樓(11層含以上有電梯)",40,"六層/十一層","房地(土地+建物)","0房1廳1衛","0","住家用",121.558027,25.0489618
"臺北市松山區民生東路四段９７巷４弄１４號四樓","111/03/25",2850,94.2,30.25,"公寓(5樓含以下無電梯)",54,"四層/四層","房地(土地+建物)","3房2廳1衛","0","住家用",121.552916,25.058828
"臺北市松山區南京東路五段１６４號十一樓之１","111/03/24",2665,75,35.53,"住宅大樓(11層含以上有電梯)",37,"十一層/十七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5630797,25.0512766
"臺北市松山區民生東路五段１５１號九樓之１４","111/03/24",1050,66.3,15.83,"住宅大樓(11層含以上有電梯)",39,"九層/十五層","房地(土地+建物)","1房0廳1衛","0","住家用",121.5621851,25.059107
"臺北市松山區健康路１６２之３號十樓","111/03/23",4330,73.9,68.03,"住宅大樓(11層含以上有電梯)",36,"十層/十五層","房地(土地+建物)+車位","4房2廳2衛","300","住家用",121.5579254,25.0532502
"臺北市松山區健康路４１８號三樓之１","111/03/23",7100,77.4,91.78,"住宅大樓(11層含以上有電梯)",11,"三層/十五層","房地(土地+建物)+車位","4房2廳2衛","0","住家用",121.5671133,25.05416
"臺北市松山區民權東路三段１６０巷２號三樓之７","111/03/23",1836,79.6,23.08,"住宅大樓(11層含以上有電梯)",42,"三層,四層/十二層","房地(土地+建物)","4房1廳1衛","0","住家用",121.5475885,25.0616933
"臺北市松山區長安東路二段２１５號十五樓之９","111/03/22",2900,67.8,42.78,"住宅大樓(11層含以上有電梯)",44,"十五層/十五層","房地(土地+建物)","5房5廳5衛","0","住家用",121.5445221,25.0484092
"臺北市松山區健康路３２５巷２５弄１８號四樓","111/03/22",4403.5,66.6,66.09,"住宅大樓(11層含以上有電梯)",1,"四層/十三層","房地(土地+建物)+車位","3房2廳2衛","0","住家用",121.5663901,25.0563657
"臺北市松山區南京東路五段２５０巷３６弄１９號二樓","111/03/22",1970,74.1,26.6,"華廈(10層含以下有電梯)",45,"二層/六層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5671355,25.0497674
"臺北市松山區八德路三段２２５號七樓之２","111/03/22",900,78.5,11.47,"住宅大樓(11層含以上有電梯)",33,"七層/十二層","房地(土地+建物)","1房0廳1衛","0","住家用",121.5570526,25.048289
"臺北市松山區健康路１６２之２號十樓","111/03/22",1500,78.4,19.14,"住宅大樓(11層含以上有電梯)",36,"十層/十五層","房地(土地+建物)","2房2廳2衛","0","住家用",121.5579254,25.0532502
"臺北市松山區八德路二段３４８號十二樓之２","111/03/21",1230,123.9,9.93,"住宅大樓(11層含以上有電梯)",13,"十二層/十四層","房地(土地+建物)","1房1廳1衛","0","住家用",121.545363,25.0476012
"臺北市松山區民生東路五段１７８號八樓之４","111/03/21",1000,26.8,37.3,"住宅大樓(11層含以上有電梯)",43,"八層/十五層","房地(土地+建物)","3房2廳2衛","0","住家用",121.563041,25.058299
"臺北市松山區八德路四段２４５巷１８號七樓","111/03/21",5300,92.2,65.02,"住宅大樓(11層含以上有電梯)",20,"七層/十二層","房地(土地+建物)+車位","4房2廳2衛","300","住家用",121.5645022,25.0496329
"臺北市松山區南京東路五段４１５號十一樓","111/03/21",2485,80.4,35.59,"住宅大樓(11層含以上有電梯)",5,"十一層/十二層","房地(土地+建物)+車位","2房1廳1衛","150","住家用",121.5706214,25.0517043
"臺北市松山區撫遠街４００巷３８號三樓","111/03/21",830,61.4,13.51,"公寓(5樓含以下無電梯)",51,"三層/四層","房地(土地+建物)","2房1廳1衛","0","住家用",121.5648925,25.0656507
"臺北市松山區健康路３２５巷２５弄１８號二樓","111/03/21",3885.9,72.6,53.51,"住宅大樓(11層含以上有電梯)",1,"二層/十三層","房地(土地+建物)+車位","3房2廳2衛","0","住家用",121.5663901,25.0563657
"臺北市松山區民生東路五段２５７號二樓之１","111/03/21",750,72.6,10.33,"華廈(10層含以下有電梯)",16,"二層/八層","房地(土地+建物)","1房1廳1衛","0","住家用",121.568677,25.059455
"臺北市松山區八德路三段１０６巷８６號二樓","111/03/20",6950,102,75.64,"住宅大樓(11層含以上有電梯)",14,"二層/十一層","房地(土地+建物)+車位","3房2廳2衛","300","住家用",121.5541354,25.045398
"臺北市松山區敦化北路４巷３７號四樓","111/03/20",970,106.4,9.12,"華廈(10層含以下有電梯)",6,"四層/六層","房地(土地+建物)","1房0廳1衛","0","住家用",121.5451042,25.0500935
"臺北市松山區南京東路三段３０３巷１４弄６號四樓","111/03/20",1113,87.4,12.73,"華廈(10層含以下有電梯)",36,"四層/七層","房地(土地+建物)","1房1廳1衛","0","住家用",121.54736,25.053277
"臺北市松山區民生東路五段１３７巷２號十二樓之５","111/03/20",2920,77.5,37.68,"住宅大樓(11層含以上有電梯)",45,"十二層/十二層","房地(土地+建物)","2房2廳2衛","0","住家用",121.5616249,25.0590597
"臺北市松山區民生東路四段１１２巷３弄４號三樓","111/03/20",1385,85.5,16.21,"公寓(5樓含以下無電梯)",48,"三層/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5546772,25.0572616
"臺北市松山區八德路二段３７４號八樓之９","111/03/20",1586,85.5,18.56,"住宅大樓(11層含以上有電梯)",40,"八層/十二層","房地(土地+建物)","1房1廳0衛","0","住家用",121.5462165,25.0480033
"臺北市松山區民族東路７４９號三樓","111/03/20",3600,59.2,60.77,"華廈(10層含以下有電梯)",38,"三層/七層","房地(土地+建物)+車位","4房2廳2衛","0","住家用",121.549525,25.0625161
"臺北市松山區八德路四段４４５號三樓之１１","111/03/19",980,63.7,15.39,"住宅大樓(11層含以上有電梯)",14,"三層/十四層","房地(土地+建物)+車位","1房1廳1衛","100","住家用",121.57042,25.049921
"臺北市松山區敦化南路一段１００巷５５號二樓","111/03/18",4700,97.2,48.38,"華廈(10層含以下有電梯)",37,"二層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5468514,25.0461347
"臺北市松山區健康路３２５巷２５弄１之１號","111/03/18",1300,34.6,37.54,"華廈(10層含以下有電梯)",29,"一層/七層","房地(土地+建物)","3房1廳2衛","0","住家用",121.5670361,25.0565747
"臺北市松山區長安東路二段２１５號十五樓之４","111/03/17",1466,69.2,21.19,"住宅大樓(11層含以上有電梯)",44,"十五層/十五層","房地(土地+建物)","2房2廳1衛","0","住家用",121.5444999,25.0483809
"臺北市松山區健康路３２５巷２５弄１８號三樓","111/03/17",4283.7,96.5,53.68,"住宅大樓(11層含以上有電梯)",1,"三層/十三層","房地(土地+建物)+車位","3房2廳2衛","300","住家用",121.5663901,25.0563657
"臺北市松山區光復北路９號六樓","111/03/17",2800,77.8,35.98,"住宅大樓(11層含以上有電梯)",40,"六層/十一層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5580506,25.0490493
"臺北市松山區八德路四段２０４巷７弄１４號","111/03/17",2070,81.5,25.41,"公寓(5樓含以下無電梯)",46,"一層,平台/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5646977,25.0483097
"臺北市松山區撫遠街４００巷４號二樓","111/03/16",642,52.7,12.19,"公寓(5樓含以下無電梯)",51,"二層/四層","房地(土地+建物)","2房1廳1衛","0","住家用",121.565395,25.06557
"臺北市松山區三民路６８巷９號七樓之３","111/03/16",1560,41.4,37.66,"華廈(10層含以下有電梯)",30,"七層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5653444,25.0553841
"臺北市松山區八德路四段２０４巷６弄１４號二樓","111/03/16",1945,62.1,31.3,"公寓(5樓含以下無電梯)",47,"二層,陽台/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5636203,25.0480469
"臺北市松山區復興北路３１３巷３７號四樓","111/03/15",4700,79.3,59.28,"華廈(10層含以下有電梯)",41,"四層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5466437,25.0590239
"臺北市松山區八德路三段１５５巷２１號四樓","111/03/15",3058,79.9,38.28,"公寓(5樓含以下無電梯)",49,"四層/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5549768,25.0492929
"臺北市松山區民生東路五段１９８號十八樓之６","111/03/15",1080,52,20.77,"住宅大樓(11層含以上有電梯)",33,"十八層/二十層","房地(土地+建物)+車位","0房1廳1衛","0","住家用",121.5643859,25.058699
"臺北市松山區敦化北路２３８巷１９號五樓","111/03/15",1860,72.1,25.81,"公寓(5樓含以下無電梯)",43,"五層/五層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5484331,25.0605737
"臺北市松山區敦化北路１９９巷１０之３號五樓","111/03/14",4200,81.7,51.41,"住宅大樓(11層含以上有電梯)",28,"五層/十二層","房地(土地+建物)+車位","3房2廳2衛","0","住家用",121.5507595,25.056268
"臺北市松山區光復北路１６１巷６號五樓","111/03/14",2400,80.5,29.81,"公寓(5樓含以下無電梯)",44,"五層/五層","房地(土地+建物)","3房2廳1衛","0","住家用",121.5559109,25.0557252
"臺北市松山區南京東路五段２３９號七樓之２５","111/03/14",1186,86.4,13.73,"住宅大樓(11層含以上有電梯)",13,"七層/十八層","房地(土地+建物)","1房1廳1衛","0","住家用",121.564802,25.051652
"臺北市松山區八德路二段４３７巷１０弄７號四樓","111/03/13",4700,88.9,52.89,"華廈(10層含以下有電梯)",36,"四層/五層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5470323,25.0496148
"臺北市松山區三民路３５巷２號十二樓之１","111/03/13",5200,75.2,69.13,"住宅大樓(11層含以上有電梯)",18,"十二層/十四層","房地(土地+建物)","4房2廳2衛","0","住家用",121.56321,25.055918900000002
"臺北市松山區敦化北路１２０巷７２號四樓","111/03/13",1450,33.4,43.4,"華廈(10層含以下有電梯)",36,"四層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.546406,25.0542329
"臺北市松山區新東街２６巷４３號四樓","111/03/13",1400,50.4,27.79,"公寓(5樓含以下無電梯)",49,"四層/四層","房地(土地+建物)","3房1廳1衛","0","住家用",121.5679418,25.0588865
"臺北市松山區塔悠路１９號十二樓之４","111/03/12",1380,73.3,18.82,"住宅大樓(11層含以上有電梯)",40,"十二層/十二層","房地(土地+建物)","2房1廳1衛","0","住家用",121.5719533,25.0504785
"臺北市松山區新東街１６巷１０號二樓","111/03/11",2200,67.8,32.44,"公寓(5樓含以下無電梯)",49,"二層/四層","房地(土地+建物)","6房0廳6衛","0","住家用",121.5667326,25.058093
"臺北市松山區吉祥路３９號七樓","111/03/11",4250,91.2,57.28,"華廈(10層含以下有電梯)",29,"七層/七層","房地(土地+建物)+車位","4房2廳2衛","250","住家用",121.562641,25.0499637
"臺北市松山區八德路四段２４５巷５２弄２５號七樓","111/03/11",3800,99.3,38.26,"華廈(10層含以下有電梯)",36,"七層/七層","房地(土地+建物)","5房3廳4衛","0","住家用",121.5628638,25.0504538
"臺北市松山區撫遠街３９４巷３之１號","111/03/10",667.9,20.9,31.94,"公寓(5樓含以下無電梯)",47,"一層,平台/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5653425,25.0649882
"臺北市松山區南京東路五段３３號十樓之２","111/03/10",820,84.3,9.73,"住宅大樓(11層含以上有電梯)",26,"十層/十一層","房地(土地+建物)","1房1廳1衛","0","住家用",121.558485,25.051876
"臺北市松山區三民路３８號六樓之２、三民路３８號六樓之３","111/03/10",2830,90,31.45,"華廈(10層含以下有電梯)",13,"六層/八層","房地(土地+建物)+車位","1房1廳1衛","0","住家用",121.5639867,25.0533301
"臺北市松山區南京東路五段４１５號六樓之２","111/03/09",2200,72.5,34.82,"住宅大樓(11層含以上有電梯)",4,"六層/十二層","房地(土地+建物)+車位","2房1廳1衛","150","住家用",121.5706214,25.0517043
"臺北市松山區三民路１０８號二樓之３","111/03/09",2450,81.4,30.08,"華廈(10層含以下有電梯)",48,"二層,陽臺/八層","房地(土地+建物)","2房2廳1衛","0","住家用",121.5639817,25.0577385
"臺北市松山區南京東路五段３１６號十二樓之８","111/03/08",1248,75.9,16.45,"住宅大樓(11層含以上有電梯)",33,"十二層/十二層","房地(土地+建物)","2房2廳1衛","0","住家用",121.568064,25.0511
"臺北市松山區民生東路五段１３８巷９號九樓之７","111/03/08",3300,68.4,48.22,"住宅大樓(11層含以上有電梯)",46,"九層,陽台/十二層","房地(土地+建物)","5房2廳3衛","0","住家用",121.5617515,25.0580856
"臺北市松山區新東街２０巷２３號二樓","111/03/08",1560,75.4,20.69,"華廈(10層含以下有電梯)",32,"二層/四層","房地(土地+建物)","2房1廳1衛","0","住家用",121.5669992,25.0585035
"臺北市松山區北寧路５８之１號九樓","111/03/08",4880,98.2,49.67,"住宅大樓(11層含以上有電梯)",34,"九層/十八層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5528192,25.0500729
"臺北市松山區八德路四段１７巷５號十樓","111/03/08",3700,84.9,43.59,"住宅大樓(11層含以上有電梯)",33,"十層/十二層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5583186,25.0487301
"臺北市松山區敦化南路一段１００巷７弄３７號三樓","111/03/07",4500,94.9,47.43,"華廈(10層含以下有電梯)",42,"三層/七層","房地(土地+建物)","4房3廳2衛","0","住家用",121.5471696,25.0456031
"臺北市松山區塔悠路２７５號三樓","111/03/07",6060,88.6,68.43,"華廈(10層含以下有電梯)",11,"三層/四層","房地(土地+建物)+車位","3房2廳2衛","0","住家用",121.5691797,25.0600935
"臺北市松山區南京東路五段２５１巷３２弄８號四樓","111/03/07",3000,64.3,46.67,"公寓(5樓含以下無電梯)",43,"四層/五層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5646996,25.0530737
"臺北市松山區光復南路１３巷４９之３號","111/03/07",240,61.8,3.88,"公寓(5樓含以下無電梯)",56,"四層/四層","房地(土地+建物)","3房1廳1衛","0","住家用",121.5600403,25.0479779
"臺北市松山區南京東路四段１８６號十二樓之１４","111/03/06",2900,87.9,32.98,"住宅大樓(11層含以上有電梯)",38,"十二層/十四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.557651,25.0513229
"臺北市松山區南京東路五段１２３巷１弄２２號四樓之２","111/03/06",2710,70.3,38.54,"住宅大樓(11層含以上有電梯)",37,"四層/十四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5597524,25.0520123
"臺北市松山區延壽街３３０巷１７弄２之１號十二樓","111/03/05",2620,83.8,31.26,"住宅大樓(11層含以上有電梯)",29,"十二層/十二層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5606403,25.0545697
"臺北市松山區南京東路五段２５０巷３６弄２５之１號四樓","111/03/05",1920,56,34.29,"公寓(5樓含以下無電梯)",47,"四層,陽台/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5674766,25.0498093
"臺北市松山區健康路１５巷５８號九樓","111/03/05",3174,86.1,36.84,"住宅大樓(11層含以上有電梯)",21,"九層/十三層","房地(土地+建物)","2房2廳1衛","0","住家用",121.552491,25.0520668
"臺北市松山區健康路１６６之１號三樓","111/03/05",3000,78.6,38.15,"住宅大樓(11層含以上有電梯)",44,"三層/十三層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5582461,25.0536002
"臺北市松山區北寧路２０號二樓","111/03/05",3388,110.6,35.81,"華廈(10層含以下有電梯)",7,"二層/十層","房地(土地+建物)+車位","2房2廳1衛","180","住家用",121.5527765,25.0489145
"臺北市松山區敦化南路一段８８號十樓之１","111/03/04",6850,109.4,62.6,"住宅大樓(11層含以上有電梯)",36,"十層/十四層","房地(土地+建物)","3房2廳3衛","0","住家用",121.548497,25.046777
"臺北市松山區慶城街２３之７號四樓","111/03/03",2800,71.1,39.36,"華廈(10層含以下有電梯)",41,"四層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5451411,25.0535511
"臺北市松山區延壽街４０２巷３弄１９號五樓之２","111/03/03",3590,78.7,45.62,"華廈(10層含以下有電梯)",42,"五層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5580779,25.0557524
"臺北市松山區撫遠街３６９巷３８號二樓","111/03/03",2150,67,32.08,"公寓(5樓含以下無電梯)",50,"二層/四層","房地(土地+建物)","3房2廳1衛","0","住家用",121.5662641,25.064275
