amount,price,area,age,car,add,date,type,floor.height,subject,pattern,k
2450,66.5,36.85,44,0,臺北市中山區龍江路１２號二樓,111/10/21,華廈(10層含以下有電梯),二層/七層,房地(土地+建物),3房2廳2衛,1
856,70,12.22,43,0,臺北市中山區吉林路３６９號五樓之５,111/10/18,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),1房1廳1衛,1
2900,77.8,37.26,37,0,臺北市中山區建國北路二段１０９號九樓,111/10/10,住宅大樓(11層含以上有電梯),九層/十二層,房地(土地+建物),3房2廳2衛,1
3768,93,40.51,46,0,臺北市中山區松江路８５巷７號三樓,111/10/10,華廈(10層含以下有電梯),三層/七層,房地(土地+建物),1房2廳2衛,1
680,77.9,8.73,34,0,臺北市中山區新生北路一段５４號十樓之４,111/10/08,住宅大樓(11層含以上有電梯),十層/十四層,房地(土地+建物),1房0廳1衛,1
1500,70.5,21.27,55,0,臺北市中山區松江路３７２巷２４號三樓,111/10/07,公寓(5樓含以下無電梯),三層/三層,房地(土地+建物),2房1廳1衛,1
2500,90.4,27.65,54,0,臺北市中山區松江路３６２巷８０號,111/10/03,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),2房1廳2衛,1
2520,78.7,32.01,45,0,臺北市中山區合江街１８０巷１５號六樓,111/09/29,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),2房1廳1衛,1
2500,98.9,25.28,53,0,臺北市中山區錦州街１６４號,111/09/27,公寓(5樓含以下無電梯),"一層,騎樓/四層",房地(土地+建物),1房1廳1衛,1
2300,89.8,25.62,36,0,臺北市中山區遼寧街２１１號七樓之４,111/09/25,住宅大樓(11層含以上有電梯),七層/十五層,房地(土地+建物),2房2廳1衛,1
1605,69,23.25,46,0,臺北市中山區北安路６２１巷６弄１５號三樓,111/09/25,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),3房2廳1衛,1
1850,60.1,30.79,40,0,臺北市中山區新生北路三段７號三樓,111/09/24,住宅大樓(11層含以上有電梯),三層/十二層,房地(土地+建物),2房2廳1衛,1
1980,77.6,25.52,54,0,臺北市中山區四平街４０號二樓,111/09/23,公寓(5樓含以下無電梯),二層/四層,房地(土地+建物),2房2廳1衛,1
3028,60.2,50.27,39,0,臺北市中山區農安街２２７巷３弄１號三樓,111/09/22,華廈(10層含以下有電梯),三層/七層,房地(土地+建物),2房1廳1衛,1
2360,60.6,38.93,39,0,臺北市中山區農安街２２７巷３弄３號三樓,111/09/22,華廈(10層含以下有電梯),三層/七層,房地(土地+建物),2房3廳0衛,1
1468,86,17.06,45,0,臺北市中山區吉林路１４２之１號五樓之５,111/09/21,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),0房2廳1衛,1
3385,96.4,35.11,45,0,臺北市中山區大直街５２巷３號,111/09/21,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),3房2廳2衛,1
720,71.6,10.06,43,0,臺北市中山區南京東路一段１巷５號四樓之８,111/09/19,華廈(10層含以下有電梯),四層/六層,房地(土地+建物),0房0廳1衛,1
2728,71.5,38.17,44,0,臺北市中山區大直街２０巷６號四樓,111/09/17,公寓(5樓含以下無電梯),四層/五層,房地(土地+建物),3房2廳2衛,1
1880,50.6,37.17,40,0,臺北市中山區德惠街１９２號五樓,111/09/16,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),3房2廳2衛,1
1888,63.8,29.59,53,0,臺北市中山區新生北路三段９３巷３０號四樓,111/09/16,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),3房1廳3衛,1
1600,76.2,21,54,0,臺北市中山區民生東路二段１４７巷５弄１７號四樓,111/09/16,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),3房2廳2衛,1
1567,65.2,24.05,54,0,臺北市中山區雙城街３０之１０號,111/09/15,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),2房1廳1衛,1
2600,82.9,31.38,44,0,臺北市中山區長春路１００號九樓之１０,111/09/14,華廈(10層含以下有電梯),四層/六層,房地(土地+建物),3房2廳2衛,1
2128,71.4,29.79,43,0,臺北市中山區北安路６２１巷４０號二樓,111/09/14,公寓(5樓含以下無電梯),二層/四層,房地(土地+建物),3房2廳2衛,1
3333,59.8,55.71,39,0,臺北市中山區松江路３６２巷４５號二樓,111/09/12,華廈(10層含以下有電梯),二層/七層,房地(土地+建物),5房2廳3衛,1
1510,54.2,27.84,40,0,臺北市中山區龍江路４１２巷３３號五樓,111/09/11,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),4房0廳3衛,1
3250,74.5,43.65,42,0,臺北市中山區松江路２３５巷２８號四樓,111/09/07,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),3房2廳2衛,1
950,69.7,13.63,47,0,臺北市中山區長春路１００號九樓之１０,111/09/06,住宅大樓(11層含以上有電梯),九層/十二層,房地(土地+建物),1房1廳1衛,1
809,75.9,10.66,50,0,臺北市中山區長安東路二段１６２號九樓之５,111/09/05,華廈(10層含以下有電梯),九層/九層,房地(土地+建物),1房1廳1衛,1
666,68.3,9.76,45,0,臺北市中山區中山北路二段７７巷２９號七樓之５,111/09/01,住宅大樓(11層含以上有電梯),七層/十一層,房地(土地+建物),1房1廳1衛,1
1818,72.2,25.18,42,0,臺北市中山區復興北路６０號十樓之３,111/08/31,住宅大樓(11層含以上有電梯),十層/十二層,房地(土地+建物),未知,1
1835,69.1,26.57,49,0,臺北市中山區北安路６３０巷２之１號四樓,111/08/31,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),3房2廳1衛,1
3420,75,45.62,43,0,臺北市中山區復興北路６６號十二樓之３,111/08/30,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物),4房2廳2衛,1
2630,88.7,29.64,36,0,臺北市中山區復興北路２０４號十樓,111/08/30,住宅大樓(11層含以上有電梯),十層/十三層,房地(土地+建物),2房2廳2衛,1
1832,76,24.09,45,0,臺北市中山區中山北路二段５９巷９號六樓之２,111/08/29,華廈(10層含以下有電梯),六層/六層,房地(土地+建物),2房2廳1衛,1
650,67.7,9.6,46,0,臺北市中山區撫順街３１號七樓之８,111/08/28,華廈(10層含以下有電梯),七層/八層,房地(土地+建物),1房1廳1衛,1
3150,70,45.02,36,0,臺北市中山區民生東路三段８８巷２０號十二樓之３,111/08/27,住宅大樓(11層含以上有電梯),十二層/十五層,房地(土地+建物),3房2廳2衛,1
1730,83.4,20.75,51,0,臺北市中山區南京東路三段２１６巷２１之１號四樓,111/08/27,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),3房2廳3衛,1
2520,71,35.5,48,0,臺北市中山區松江路３８巷８號三樓,111/08/24,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),3房2廳2衛,1
720,74.4,9.68,45,0,臺北市中山區中原街２２號四樓之２９,111/08/23,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),1房1廳1衛,1
1500,73.7,20.35,48,0,臺北市中山區中山北路一段８３巷９號六樓,111/08/23,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),2房2廳2衛,1
756,68.5,11.04,42,0,臺北市中山區新生北路三段１號八樓之１６,111/08/23,住宅大樓(11層含以上有電梯),八層/十四層,房地(土地+建物),1房1廳1衛,1
2700,77.2,34.98,36,0,臺北市中山區八德路二段６９號六樓之３,111/08/23,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),3房2廳2衛,1
1830,54.2,33.78,44,0,臺北市中山區龍江路３７０巷２４號五樓,111/08/23,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),3房2廳2衛,1
2880,92.4,31.18,36,0,臺北市中山區復興北路４００號五樓之３,111/08/22,住宅大樓(11層含以上有電梯),五層/十八層,房地(土地+建物),2房2廳1衛,1
1350,77.1,17.51,47,0,臺北市中山區民生西路４５巷７弄１０號二樓,111/08/22,公寓(5樓含以下無電梯),二層/四層,房地(土地+建物),2房1廳1衛,1
5200,51.3,101.46,46,0,臺北市中山區龍江路４４７號,111/08/22,公寓(5樓含以下無電梯),"一層,騎樓/四層",房地(土地+建物),7房6廳4衛,1
2630,78.7,33.44,39,0,臺北市中山區龍江路３６４號六樓,111/08/21,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),3房2廳2衛,1
2077,90.2,23.04,41,0,臺北市中山區松江路２號十一樓之３、十一樓之４,111/08/20,住宅大樓(11層含以上有電梯),十一層/十三層,房地(土地+建物),3房2廳2衛,1
1495,68.9,21.71,45,0,臺北市中山區新生北路二段３１之１號八樓之２,111/08/18,住宅大樓(11層含以上有電梯),八層/十二層,房地(土地+建物),1房1廳1衛,1
2420,62.4,38.78,42,0,臺北市中山區民權西路３５號九樓、３５號九樓之１,111/08/17,住宅大樓(11層含以上有電梯),九層/十二層,房地(土地+建物),0房2廳2衛,1
1568,78.9,19.86,34,0,臺北市中山區新生北路一段５４號十四樓之２、十四樓之３,111/08/16,住宅大樓(11層含以上有電梯),十四層/十四層,房地(土地+建物),2房2廳1衛,1
2250,75.9,29.64,36,0,臺北市中山區遼寧街２１１號十三樓之３,111/08/16,住宅大樓(11層含以上有電梯),十三層/十五層,房地(土地+建物),3房2廳1衛,1
920,68.1,13.5,41,0,臺北市中山區林森北路１４７號七樓之１,111/08/16,住宅大樓(11層含以上有電梯),七層/十二層,房地(土地+建物),0房0廳1衛,1
2060,59.6,34.59,43,0,臺北市中山區龍江路３７０巷７號三樓,111/08/14,公寓(5樓含以下無電梯),三層/五層,房地(土地+建物),4房2廳2衛,1
2375,79.7,29.78,36,0,臺北市中山區復興北路１９０巷１號二樓之２,111/08/14,住宅大樓(11層含以上有電梯),二層/十四層,房地(土地+建物),3房2廳1衛,1
2290,66.6,34.4,39,0,臺北市中山區建國北路三段７９號六樓,111/08/12,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),3房2廳2衛,1
2620,64.4,40.7,32,0,臺北市中山區中山北路二段１１５巷２０號九樓之１,111/08/11,住宅大樓(11層含以上有電梯),九層/十七層,房地(土地+建物),3房2廳2衛,1
1800,60.5,29.77,50,0,臺北市中山區錦州街２４４號五樓,111/08/10,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),3房1廳1衛,1
3188,86.8,36.72,37,0,臺北市中山區北安路６２１巷４８號五樓,111/08/10,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),3房2廳2衛,1
1500,63.2,23.75,34,0,臺北市中山區林森北路１１９巷８０號九樓,111/08/09,住宅大樓(11層含以上有電梯),九層/十二層,房地(土地+建物),2房1廳1衛,1
462,67.8,6.82,45,0,臺北市中山區中原街２２號四樓之１４,111/08/08,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),1房0廳1衛,1
3078,65.3,47.11,22,0,臺北市中山區敬業三路１６２巷２８號八樓,111/08/07,住宅大樓(11層含以上有電梯),八層/十二層,房地(土地+建物),3房2廳2衛,1
1602,77,20.82,34,0,臺北市中山區新生北路一段５４號六樓之１,111/08/07,住宅大樓(11層含以上有電梯),六層/十四層,房地(土地+建物),2房2廳1衛,1
2000,63.7,31.38,41,0,臺北市中山區龍江路３９７巷４０號二樓,111/08/07,公寓(5樓含以下無電梯),二層/五層,房地(土地+建物),3房2廳2衛,1
2350,68.9,34.13,45,0,臺北市中山區遼寧街７６巷４號三樓,111/08/06,公寓(5樓含以下無電梯),三層/五層,房地(土地+建物),3房1廳1衛,1
1380,83.6,16.52,40,0,臺北市中山區松江路６４巷７號五樓,111/08/06,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),2房2廳1衛,1
1300,90.2,14.42,41,0,臺北市中山區復興南路一段４２號十二樓之２,111/08/05,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物),1房0廳1衛,1
2200,68.3,32.22,46,0,臺北市中山區新生北路三段６１號二樓之４,111/08/05,華廈(10層含以下有電梯),二層/九層,房地(土地+建物),2房1廳1衛,1
1438,68.4,21.03,41,0,臺北市中山區松江路３６２巷４２號五樓之６,111/08/04,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),1房2廳1衛,1
1530,56.6,27.02,40,0,臺北市中山區龍江路３９４巷２０號五樓,111/08/04,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),3房2廳2衛,1
2015,61.3,32.88,38,0,臺北市中山區農安街２２７巷９號三樓,111/08/03,公寓(5樓含以下無電梯),三層/五層,房地(土地+建物),3房2廳2衛,1
2500,66.6,37.54,38,0,臺北市中山區農安街２６號七樓之２,111/08/02,住宅大樓(11層含以上有電梯),七層/十二層,房地(土地+建物),4房2廳2衛,1
2560,71.2,35.98,49,0,臺北市中山區松江路１６０巷１７號四樓,111/08/01,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),3房2廳2衛,1
1862,66,28.23,45,0,臺北市中山區中山北路三段２５號四樓之８,111/07/31,住宅大樓(11層含以上有電梯),四層/十四層,房地(土地+建物),2房2廳1衛,1
2550,86,29.64,36,0,臺北市中山區遼寧街２１１號七樓之３,111/07/31,住宅大樓(11層含以上有電梯),七層/十五層,房地(土地+建物),2房2廳1衛,1
1950,63.9,30.52,54,0,臺北市中山區錦州街４２６巷１弄９號四樓,111/07/30,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),3房2廳2衛,1
1720,74.1,23.2,55,0,臺北市中山區民權東路二段７１巷２１弄２２號三樓,111/07/30,公寓(5樓含以下無電梯),三層/三層,房地(土地+建物),8房3廳2衛,1
890,64.9,13.72,43,0,臺北市中山區中山北路二段７７巷３７號十二樓之３,111/07/29,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物),1房1廳1衛,1
1458,75.8,19.23,32,0,臺北市中山區南京東路三段１９４巷５號五樓之５,111/07/28,華廈(10層含以下有電梯),五層/五層,房地(土地+建物),3房2廳1衛,1
2570,69.1,37.19,36,0,臺北市中山區建國北路二段１９２號三樓,111/07/28,住宅大樓(11層含以上有電梯),三層/十四層,房地(土地+建物),2房2廳1衛,1
2580,68.8,37.49,36,0,臺北市中山區建國北路二段１９２號三樓之１,111/07/28,住宅大樓(11層含以上有電梯),三層/十四層,房地(土地+建物),3房2廳2衛,1
3100,68.9,45,33,0,臺北市中山區新生北路二段２８巷５號三樓之６,111/07/27,住宅大樓(11層含以上有電梯),三層/十五層,房地(土地+建物),2房1廳1衛,1
3530,92.9,37.99,53,0,臺北市中山區龍江路２９２巷１４號,111/07/27,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),3房1廳1衛,1
1100,66.9,16.45,45,0,臺北市中山區林森北路５００號九樓之２,111/07/25,住宅大樓(11層含以上有電梯),九層/十二層,房地(土地+建物),1房1廳1衛,1
750,70.6,10.63,41,0,臺北市中山區松江路２號八樓之５,111/07/24,住宅大樓(11層含以上有電梯),八層/十三層,房地(土地+建物),1房1廳1衛,1
1535,69.7,22.03,45,0,臺北市中山區中山北路二段１１６巷２３號二樓,111/07/24,公寓(5樓含以下無電梯),二層/四層,房地(土地+建物),3房1廳1衛,1
1800,70.7,25.45,46,0,臺北市中山區天祥路５６號七樓之１,111/07/24,華廈(10層含以下有電梯),七層/七層,房地(土地+建物),3房2廳1衛,1
1450,76.2,19.03,51,0,臺北市中山區合江街１９號三樓,111/07/23,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),3房0廳3衛,1
2500,71.4,35.01,51,0,臺北市中山區建國北路二段１８６巷１３號三樓,111/07/23,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),4房2廳2衛,1
2138,58.7,36.39,45,0,臺北市中山區林森北路２８９號七樓之１１,111/07/20,住宅大樓(11層含以上有電梯),七層/十二層,房地(土地+建物),4房2廳2衛,1
1940,65.8,29.48,45,0,臺北市中山區五常街５３巷１號二樓,111/07/20,公寓(5樓含以下無電梯),二層/五層,房地(土地+建物),3房2廳1衛,1
1720,60.8,28.27,40,0,臺北市中山區龍江路３９４巷３７號三樓,111/07/17,公寓(5樓含以下無電梯),三層/五層,房地(土地+建物),3房2廳2衛,1
2788,77.4,36.03,42,0,臺北市中山區復興北路４３０巷１８號五樓,111/07/17,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),3房2廳2衛,1
618,74.5,8.29,43,0,臺北市中山區德惠街４５號五樓之１０,111/07/17,華廈(10層含以下有電梯),五層/九層,房地(土地+建物),未知,1
1840,68.2,26.96,46,0,臺北市中山區北安路６２１巷６弄８號二樓之２,111/07/17,公寓(5樓含以下無電梯),二層/四層,房地(土地+建物),3房2廳2衛,1
4108,66.9,61.39,38,0,臺北市中山區民權東路三段５６號十四樓,111/07/16,住宅大樓(11層含以上有電梯),十四層/十五層,房地(土地+建物),3房2廳2衛,1
3570,92.9,38.44,41,0,臺北市中山區復興北路３５４之１號九樓,111/07/16,住宅大樓(11層含以上有電梯),九層/十二層,房地(土地+建物),3房2廳2衛,1
2450,62.6,39.17,51,0,臺北市中山區民生東路二段１１５巷２８弄２４號二樓,111/07/16,公寓(5樓含以下無電梯),"二層,陽臺/四層",房地(土地+建物),3房2廳2衛,1
2300,61.4,37.45,51,0,臺北市中山區長安東路一段５６巷１弄２號三樓,111/07/14,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),3房2廳1衛,1
2860,103.2,27.72,48,0,臺北市中山區新生北路三段１９巷５２號,111/07/14,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),未知,1
2000,64.3,31.09,50,0,臺北市中山區伊通街９９巷１５之１號二樓,111/07/13,公寓(5樓含以下無電梯),二層/四層,房地(土地+建物),未知,1
2528,71.4,35.41,42,0,臺北市中山區大直街９４巷１弄１０號二樓,111/07/13,公寓(5樓含以下無電梯),二層/五層,房地(土地+建物),3房2廳2衛,1
600,89.2,6.72,42,0,臺北市中山區北安路６２１巷３６號,111/07/11,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),未知,1
2320,74.6,31.08,38,0,臺北市中山區民權東路一段５３號九樓,111/07/11,住宅大樓(11層含以上有電梯),九層/十二層,房地(土地+建物),0房1廳1衛,1
1368,76.6,17.87,38,0,臺北市中山區長春路２６號九樓之８,111/07/11,住宅大樓(11層含以上有電梯),九層/十二層,房地(土地+建物),2房1廳1衛,1
2250,70.6,31.85,50,0,臺北市中山區民權東路二段９２巷８弄１７號二樓,111/07/10,公寓(5樓含以下無電梯),二層/四層,房地(土地+建物),4房4廳2衛,1
2300,89.8,25.62,36,0,臺北市中山區遼寧街２３１號,111/07/10,住宅大樓(11層含以上有電梯),一層/十五層,房地(土地+建物),2房2廳1衛,1
1200,75.1,15.98,53,0,臺北市中山區新生北路二段１２７巷３０號三樓,111/07/10,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),2房2廳1衛,1
1635,67.5,24.22,40,0,臺北市中山區新生北路三段６２巷６號十二樓,111/07/09,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物),2房2廳2衛,1
2300,63.7,36.13,56,0,臺北市中山區新生北路二段１４１巷２５號三樓,111/07/08,公寓(5樓含以下無電梯),"三層,四層/四層",房地(土地+建物),10房0廳10衛,1
1250,67.4,18.55,45,0,臺北市中山區合江街１０５巷１號二樓,111/07/07,公寓(5樓含以下無電梯),二層/四層,房地(土地+建物),2房2廳1衛,1
3098,73.9,41.9,41,0,臺北市中山區復興北路３４２號六樓之１,111/07/07,住宅大樓(11層含以上有電梯),六層/十二層,房地(土地+建物),3房2廳1衛,1
1800,64.5,27.89,46,0,臺北市中山區民權東路三段５３號二樓,111/07/07,公寓(5樓含以下無電梯),二層/四層,房地(土地+建物),1房1廳1衛,1
1813,61.4,29.52,44,0,臺北市中山區長安東路二段１４２號七樓之５,111/07/07,住宅大樓(11層含以上有電梯),七層/十二層,房地(土地+建物),3房1廳1衛,1
3658,72.7,50.31,37,0,臺北市中山區長安東路二段２３０號十樓之３、十樓之４,111/07/07,住宅大樓(11層含以上有電梯),十層/十二層,房地(土地+建物),4房2廳2衛,1
1830,107.6,17,52,0,臺北市中山區龍江路６５巷１２號,111/07/06,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),2房2廳1衛,1
2000,71.3,28.06,47,0,臺北市中山區中山北路二段６２巷３０弄３號三樓,111/07/05,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),4房0廳4衛,1
2000,71.3,28.05,47,0,臺北市中山區中山北路二段６２巷３０弄１號三樓,111/07/05,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),3房1廳3衛,1
244,93.7,2.6,55,0,臺北市中山區遼寧街２０１巷１８之２號,111/07/05,公寓(5樓含以下無電梯),三層/三層,房地(土地+建物),1房1廳1衛,1
2235,106.9,20.91,52,0,臺北市中山區北安路５７３巷２弄６號,111/07/04,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),1房2廳1衛,1
2468,81.1,30.44,38,0,臺北市中山區復興北路４０２巷２６號七樓,111/07/03,華廈(10層含以下有電梯),七層/七層,房地(土地+建物),3房2廳2衛,1
1560,86,18.15,53,0,臺北市中山區松江路１９４巷４７號四樓,111/07/03,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),2房2廳1衛,1
2100,101.3,20.74,56,0,臺北市中山區民生東路二段１４７巷１２弄３２號,111/07/02,公寓(5樓含以下無電梯),一層/三層,房地(土地+建物),2房1廳1衛,1
1020,65.2,15.65,44,0,臺北市中山區新生北路三段４３號八樓之２５,111/07/01,住宅大樓(11層含以上有電梯),八層/十一層,房地(土地+建物),未知,1
1010,86.7,11.66,41,0,臺北市中山區松江路２號十一樓之１,111/06/30,住宅大樓(11層含以上有電梯),十一層/十三層,房地(土地+建物),1房1廳1衛,1
1200,81.4,14.75,41,0,臺北市中山區松江路２號九樓之９,111/06/30,住宅大樓(11層含以上有電梯),九層/十三層,房地(土地+建物),2房1廳1衛,1
2100,68.1,30.85,46,0,臺北市中山區民生東路三段７３巷２弄１號三樓,111/06/30,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),3房2廳2衛,1
2450,120.7,20.29,48,0,臺北市中山區吉林路３８５號,111/06/29,公寓(5樓含以下無電梯),"一層,騎樓/四層",房地(土地+建物),0房1廳1衛,1
2300,63.7,36.13,56,0,臺北市中山區新生北路二段１４１巷２７號三、四樓,111/06/27,公寓(5樓含以下無電梯),"三層,四層/四層",房地(土地+建物),10房0廳10衛,1
830,75.1,11.05,53,0,臺北市中山區錦州街１６８號三樓之１,111/06/27,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),2房2廳1衛,1
2650,66.7,39.74,44,0,臺北市中山區中山北路三段２５號十樓之１,111/06/26,住宅大樓(11層含以上有電梯),十層/十四層,房地(土地+建物),4房2廳2衛,1
2800,59.3,47.2,41,0,臺北市中山區農安街１７４號六樓,111/06/25,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),2房2廳1衛,1
2300,61.6,37.35,40,0,臺北市中山區農安街１４９號三樓之１,111/06/24,華廈(10層含以下有電梯),"三層,通道/七層",房地(土地+建物),2房2廳2衛,1
2800,74.5,37.59,38,0,臺北市中山區龍江路３４２巷４２號七樓,111/06/24,華廈(10層含以下有電梯),七層/七層,房地(土地+建物),3房2廳2衛,1
2550,86,29.64,36,0,臺北市中山區遼寧街２１１號六樓之３,111/06/24,住宅大樓(11層含以上有電梯),六層/十五層,房地(土地+建物),3房2廳1衛,1
1858,68.5,27.12,43,0,臺北市中山區北安路４５８巷４１弄５２之１號五樓,111/06/23,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),3房1廳1衛,1
2067,66.8,30.92,40,0,臺北市中山區農安街１４９號六樓之３,111/06/23,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),2房2廳1衛,1
560,69.4,8.07,46,0,臺北市中山區林森北路４１６巷１號二樓之４,111/06/22,住宅大樓(11層含以上有電梯),二層/十一層,房地(土地+建物),1房1廳1衛,1
3300,83.6,39.45,38,0,臺北市中山區龍江路１１４巷１號四樓之１,111/06/22,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),3房2廳2衛,1
1280,76.9,16.64,48,0,臺北市中山區八德路二段２８４號三樓之１,111/06/21,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),2房1廳1衛,1
2150,103.7,20.74,56,0,臺北市中山區民生東路二段１４７巷１２弄３４號,111/06/19,公寓(5樓含以下無電梯),一層/三層,房地(土地+建物),3房2廳1衛,1
865,70.6,12.25,42,0,臺北市中山區民生東路一段２５號十一樓之１６,111/06/18,住宅大樓(11層含以上有電梯),十一層/十二層,房地(土地+建物),2房1廳1衛,1
3100,65.8,47.11,22,0,臺北市中山區敬業三路１６２巷３７號十二樓,111/06/16,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物)+車位,3房2廳2衛,1
1700,62.8,27.05,55,0,臺北市中山區松江路１６０巷１８之１號,111/06/16,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),3房2廳1衛,1
3408,80.5,42.32,28,0,臺北市中山區明水路３９７巷７弄２３號七樓,111/06/14,住宅大樓(11層含以上有電梯),七層/十四層,房地(土地+建物)+車位,3房2廳1衛,1
1200,64.1,18.73,48,0,臺北市中山區八德路二段２８４號四樓,111/06/13,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),2房1廳1衛,1
2235,72,31.05,48,0,臺北市中山區新生北路三段９３巷４２號,111/06/11,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),2房2廳2衛,1
840,65.1,12.9,41,0,臺北市中山區新生北路三段１號十一樓之１２,111/06/10,住宅大樓(11層含以上有電梯),十一層/十四層,房地(土地+建物),2房1廳1衛,1
1690,63.1,26.8,36,0,臺北市中山區農安街２１０號五樓之３,111/06/10,住宅大樓(11層含以上有電梯),五層/十二層,房地(土地+建物),3房2廳2衛,1
2638,58,45.45,28,0,臺北市中山區通北街８１號,111/06/10,華廈(10層含以下有電梯),一層/九層,房地(土地+建物),3房2廳2衛,1
2388.8,69,34.61,46,0,臺北市中山區民權東路二段１９號二樓之１,111/06/10,華廈(10層含以下有電梯),二層/七層,房地(土地+建物),未知,1
2200,94.6,23.24,54,0,臺北市中山區伊通街１９巷３６號,111/06/04,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),1房1廳1衛,1
1650,65.5,25.18,33,0,臺北市中山區林森北路１１９巷８０號十二樓之３,111/06/03,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物),2房1廳2衛,1
2400,66.1,36.29,38,0,臺北市中山區松江路４６９巷１號四樓之２,111/06/03,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),3房2廳2衛,1
1800,60.7,29.64,36,0,臺北市中山區復興北路１９０巷１３號五樓,111/06/03,住宅大樓(11層含以上有電梯),五層/十五層,房地(土地+建物),3房2廳1衛,1
1700,63,27,54,0,臺北市中山區伊通街８７巷８號四樓,111/06/03,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),1房4廳1衛,1
625,71,8.8,42,0,臺北市中山區德惠街３４號八樓之６,111/06/03,住宅大樓(11層含以上有電梯),八層/十一層,房地(土地+建物),1房1廳1衛,1
2075,65.6,31.61,46,0,臺北市中山區龍江路２８１巷１９號四樓,111/06/03,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),3房2廳2衛,1
1720,92.5,18.59,36,0,臺北市中山區復興北路４００號十四樓之５,111/06/03,住宅大樓(11層含以上有電梯),十四層/十八層,房地(土地+建物),1房1廳1衛,1
2060,59.2,34.78,36,0,臺北市中山區大直街１２７巷３號五樓,111/05/31,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),3房2廳2衛,1
1325,66.5,19.91,46,0,臺北市中山區撫順街３１號六樓之５,111/05/31,華廈(10層含以下有電梯),六層/八層,房地(土地+建物),2房1廳1衛,1
3100,77,40.26,41,0,臺北市中山區復興北路６２號九樓之１,111/05/30,住宅大樓(11層含以上有電梯),九層/十二層,房地(土地+建物),1房1廳1衛,1
