amount,price,area,age,car,add,date,type,floor.height,subject,pattern,k
244,13.5,18.1,15,0,臺北市中山區雙城街１９巷８號五樓之１９,111/09/19,住宅大樓(11層含以上有電梯),五層/十四層,房地(土地+建物)+車位,1房1廳1衛,2
688,60,11.47,34,0,臺北市中山區林森北路２８６號十二樓之６,111/09/19,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物),1房1廳1衛,2
2720,62.8,43.28,22,0,臺北市中山區敬業三路１６２巷１５４號二樓,111/09/17,華廈(10層含以下有電梯),二層/十層,房地(土地+建物)+車位,3房2廳2衛,2
1055,78.5,13.43,38,0,臺北市中山區錦州街１６號十樓,111/09/14,華廈(10層含以下有電梯),十層/十層,房地(土地+建物),1房1廳1衛,2
1488,101.8,14.62,12,0,臺北市中山區南京東路二段１０８號十五樓之１６,111/09/13,住宅大樓(11層含以上有電梯),十五層/十八層,房地(土地+建物),0房1廳1衛,2
1800,54.7,32.91,11,0,臺北市中山區南京東路一段１３２巷１８號五樓,111/09/12,華廈(10層含以下有電梯),五層/九層,房地(土地+建物)+車位,2房2廳2衛,2
890,96.6,9.21,27,0,臺北市中山區明水路３９７巷７弄６號四樓,111/09/12,華廈(10層含以下有電梯),四層/八層,房地(土地+建物),1房1廳1衛,2
1050,93.1,11.28,15,0,臺北市中山區民權東路一段４８號四樓之３,111/09/11,住宅大樓(11層含以上有電梯),四層/十二層,房地(土地+建物),2房1廳1衛,2
2185,65.7,33.26,3,0,臺北市中山區五常街１１巷５號十二樓之２,111/09/07,住宅大樓(11層含以上有電梯),十二層/十七層,房地(土地+建物)+車位,2房1廳1衛,2
955,86.6,11.03,15,0,臺北市中山區民權東路一段３６號三樓之１,111/09/06,住宅大樓(11層含以上有電梯),三層/十二層,房地(土地+建物),0房1廳1衛,2
2400,93,25.81,24,0,臺北市中山區北安路５８８巷１７號三樓,111/09/05,華廈(10層含以下有電梯),三層/五層,房地(土地+建物),2房2廳1衛,2
1200,72.1,16.65,7,0,臺北市中山區林森北路１０７巷２８號四樓之１,111/09/05,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),1房1廳1衛,2
1330,84.8,15.68,14,0,臺北市中山區新生北路二段６８巷９號十樓之２,111/09/04,住宅大樓(11層含以上有電梯),十層/十三層,房地(土地+建物),2房1廳1衛,2
1802,85.9,20.98,14,0,臺北市中山區中山北路一段５３巷２６號三樓之７,111/09/03,華廈(10層含以下有電梯),三層/十層,房地(土地+建物),1房2廳1衛,2
2450,62.9,38.97,14,0,臺北市中山區雙城街１９巷８號十樓之１１,111/09/03,住宅大樓(11層含以上有電梯),十層/十四層,房地(土地+建物)+車位,3房2廳1衛,2
1302,95.1,13.7,4,0,臺北市中山區中山北路二段６２巷３５號三樓,111/09/03,華廈(10層含以下有電梯),三層/七層,房地(土地+建物),1房1廳1衛,2
2680,51.1,52.47,23,0,臺北市中山區通北街１３２巷８號五樓,111/08/31,華廈(10層含以下有電梯),五層/九層,房地(土地+建物)+車位,3房2廳2衛,2
995,52.2,19.08,16,0,臺北市中山區德惠街３巷１號二樓之３,111/08/31,華廈(10層含以下有電梯),二層/七層,房地(土地+建物)+車位,1房1廳1衛,2
3150,55.9,56.3,24,0,臺北市中山區通北街１０３號六樓,111/08/30,華廈(10層含以下有電梯),六層/九層,房地(土地+建物)+車位,3房2廳2衛,2
1710,84.7,20.19,6,0,臺北市中山區松江路６４巷２２號五樓之１,111/08/29,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),2房1廳1衛,2
717,77.3,9.28,14,0,臺北市中山區合江街２９號三樓之１,111/08/29,華廈(10層含以下有電梯),三層/九層,房地(土地+建物),1房0廳1衛,2
1160,84.9,13.67,33,0,臺北市中山區伊通街１１４號六樓之３,111/08/28,華廈(10層含以下有電梯),六層/八層,房地(土地+建物),2房1廳1衛,2
980,88.8,11.03,15,0,臺北市中山區民權東路一段３６號八樓之１,111/08/27,住宅大樓(11層含以上有電梯),八層/十二層,房地(土地+建物),1房1廳1衛,2
1478,102.9,14.36,12,0,臺北市中山區南京東路二段１０８號十五樓之９,111/08/27,住宅大樓(11層含以上有電梯),十五層/十八層,房地(土地+建物),1房1廳1衛,2
940,88.4,10.63,14,0,臺北市中山區雙城街１９巷８號二樓之６,111/08/27,住宅大樓(11層含以上有電梯),二層/十四層,房地(土地+建物),1房1廳1衛,2
990,49.1,20.18,30,0,臺北市中山區民生東路一段７７號九樓之９,111/08/26,住宅大樓(11層含以上有電梯),九層/十一層,房地(土地+建物),1房1廳1衛,2
1131,83,13.62,15,0,臺北市中山區長安東路二段１０５號七樓,111/08/26,住宅大樓(11層含以上有電梯),七層/十三層,房地(土地+建物),0房1廳1衛,2
2788,88.9,31.37,11,0,臺北市中山區松江路２６巷８號四樓,111/08/25,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),2房1廳1衛,2
2888,55,52.47,23,0,臺北市中山區通北街１１８巷５號八樓,111/08/25,華廈(10層含以下有電梯),八層/九層,房地(土地+建物)+車位,3房2廳2衛,2
1170,65.7,17.6,15,150,臺北市中山區林森北路８５巷３３號五樓之３,111/08/25,華廈(10層含以下有電梯),五層/七層,房地(土地+建物)+車位,1房1廳1衛,2
695,74,9.39,14,0,臺北市中山區新生北路二段７６號九樓之１,111/08/25,住宅大樓(11層含以上有電梯),九層/十二層,房地(土地+建物),未知,2
1583,69.1,22.91,11,0,臺北市中山區撫順街１５號六樓之３,111/08/24,住宅大樓(11層含以上有電梯),六層/十五層,房地(土地+建物)+車位,1房1廳1衛,2
600,57.5,10.43,27,0,臺北市中山區雙城街３巷２號十四樓,111/08/23,住宅大樓(11層含以上有電梯),十四層/十五層,房地(土地+建物),1房0廳1衛,2
2240,82.2,27.26,31,0,臺北市中山區民生西路３巷２之２號三樓之１,111/08/23,華廈(10層含以下有電梯),三層/五層,房地(土地+建物),2房2廳1衛,2
1050,87.4,13.04,13,150,臺北市中山區中山北路一段８４號十二樓之５,111/08/22,住宅大樓(11層含以上有電梯),十二層/十三層,房地(土地+建物)+車位,1房1廳1衛,2
1580,73.3,21.56,2,0,臺北市中山區新生北路三段８７巷１３號三樓,111/08/22,華廈(10層含以下有電梯),三層/七層,房地(土地+建物),2房1廳1衛,2
1620,78.8,20.57,14,0,臺北市中山區雙城街１９巷８號五樓之８,111/08/22,住宅大樓(11層含以上有電梯),五層/十四層,房地(土地+建物),2房1廳1衛,2
2700,59.5,45.34,28,0,臺北市中山區通北街６５巷２弄１０號八樓,111/08/21,華廈(10層含以下有電梯),八層/九層,房地(土地+建物),4房2廳2衛,2
2500,79,31.65,7,0,臺北市中山區建國北路三段７１號四樓之９,111/08/21,住宅大樓(11層含以上有電梯),四層/十四層,房地(土地+建物)+車位,3房2廳1衛,2
908,81.6,11.12,22,0,臺北市中山區龍江路２８８號八樓之３,111/08/20,華廈(10層含以下有電梯),八層/八層,房地(土地+建物),未知,2
1300,93.1,13.97,4,0,臺北市中山區中山北路二段６２巷３５號五樓之２,111/08/16,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),1房1廳1衛,2
1100,78.5,14.85,13,150,臺北市中山區中山北路一段８４號五樓之７,111/08/16,住宅大樓(11層含以上有電梯),五層/十三層,房地(土地+建物)+車位,未知,2
1685,80,21.06,12,0,臺北市中山區林森北路５５７巷３號六樓之２,111/08/14,華廈(10層含以下有電梯),六層/九層,房地(土地+建物),1房1廳1衛,2
3680,56.4,65.29,13,0,臺北市中山區長安東路一段５６巷１弄５３號二樓,111/08/14,華廈(10層含以下有電梯),二層/七層,房地(土地+建物)+車位,3房2廳2衛,2
1415,75.8,18.67,26,0,臺北市中山區新生北路二段３６號十五樓之１,111/08/13,住宅大樓(11層含以上有電梯),十五層/十七層,房地(土地+建物),2房1廳1衛,2
1111,58.3,19.07,20,0,臺北市中山區林森北路４８１號八樓之１,111/08/11,住宅大樓(11層含以上有電梯),八層/十四層,房地(土地+建物)+車位,1房1廳1衛,2
1400,89.3,15.67,12,0,臺北市中山區南京東路二段１０８號九樓之１５,111/08/09,住宅大樓(11層含以上有電梯),九層/十八層,房地(土地+建物),1房1廳1衛,2
2400,73.5,32.64,32,0,臺北市中山區天祥路８號二樓,111/08/08,華廈(10層含以下有電梯),二層/七層,房地(土地+建物),3房2廳1衛,2
1398,98.8,14.15,12,0,臺北市中山區南京東路二段１０８號十七樓之３,111/08/08,住宅大樓(11層含以上有電梯),十七層/十八層,房地(土地+建物),1房1廳1衛,2
1728,72.6,23.8,27,0,臺北市中山區雙城街３巷２號十二樓之６,111/08/07,住宅大樓(11層含以上有電梯),十二層/十五層,房地(土地+建物),2房2廳1衛,2
3134,85.8,36.53,4,180,臺北市中山區建國北路一段５０巷２７號三樓,111/08/06,華廈(10層含以下有電梯),三層/七層,房地(土地+建物)+車位,2房2廳1衛,2
593,55.4,10.71,31,0,臺北市中山區林森北路１０７巷４３號三樓,111/08/05,華廈(10層含以下有電梯),三層/五層,房地(土地+建物),1房0廳1衛,2
1160,87.3,13.29,17,0,臺北市中山區林森北路５３６號六樓之４,111/08/05,住宅大樓(11層含以上有電梯),六層/十四層,房地(土地+建物),2房1廳1衛,2
1000,70.1,16.38,18,150,臺北市中山區德惠街１０號二樓之５,111/08/03,住宅大樓(11層含以上有電梯),二層/十二層,房地(土地+建物)+車位,1房1廳1衛,2
1250,99,12.63,18,0,臺北市中山區天祥路８０號十二樓,111/08/01,住宅大樓(11層含以上有電梯),十二層/十四層,房地(土地+建物),2房1廳1衛,2
3520,67.2,52.41,3,0,臺北市中山區長安東路一段５６巷７弄２２號二樓,111/08/01,華廈(10層含以下有電梯),二層/五層,房地(土地+建物)+車位,3房2廳2衛,2
3150,66.9,47.1,22,0,臺北市中山區敬業三路１６２巷４９號十樓,111/07/31,華廈(10層含以下有電梯),十層/十層,房地(土地+建物)+車位,2房2廳2衛,2
2323,73.9,32.26,8,180,臺北市中山區民權東路二段１３５巷３２號六樓,111/07/31,華廈(10層含以下有電梯),六層/十層,房地(土地+建物)+車位,2房2廳2衛,2
1000,55.3,18.1,14,0,臺北市中山區雙城街１９巷８號六樓之１９,111/07/30,住宅大樓(11層含以上有電梯),六層/十四層,房地(土地+建物)+車位,0房1廳1衛,2
2080,58.4,35.62,12,0,臺北市中山區中山北路二段１１５巷３０號四樓之２,111/07/30,華廈(10層含以下有電梯),四層/七層,房地(土地+建物)+車位,1房1廳1衛,2
790,71.3,13.16,18,150,臺北市中山區德惠街１０號二樓之２,111/07/30,住宅大樓(11層含以上有電梯),二層/十二層,房地(土地+建物)+車位,1房1廳1衛,2
2030,77.4,26.24,7,0,臺北市中山區松江路１６４巷６３號四樓,111/07/30,華廈(10層含以下有電梯),四層/七層,房地(土地+建物)+車位,2房1廳1衛,2
2700,80.9,33.39,13,0,臺北市中山區農安街６號十三樓之２,111/07/29,住宅大樓(11層含以上有電梯),十三層/十四層,房地(土地+建物),2房0廳2衛,2
1510,88.3,26.98,12,250,臺北市中山區北安路８２９號四樓之１０,111/07/28,住宅大樓(11層含以上有電梯),四層/十四層,房地(土地+建物)+車位,1房1廳1衛,2
3322,63.3,52.5,11,0,臺北市中山區新生北路二段１５巷６號七樓,111/07/27,華廈(10層含以下有電梯),七層/七層,房地(土地+建物)+車位,2房2廳2衛,2
655,71.2,9.2,15,0,臺北市中山區林森北路１３８巷３８號六樓之６,111/07/27,華廈(10層含以下有電梯),六層/六層,房地(土地+建物),0房0廳1衛,2
1077,80.8,13.33,18,0,臺北市中山區基湖路１５１巷２１號二樓之８,111/07/26,華廈(10層含以下有電梯),二層/五層,房地(土地+建物),1房1廳1衛,2
1482,63.4,23.36,11,0,臺北市中山區新生北路二段１５巷６號,111/07/25,華廈(10層含以下有電梯),一層/七層,房地(土地+建物)+車位,1房1廳1衛,2
1246,96.8,12.88,18,0,臺北市中山區天祥路８０號八樓,111/07/24,住宅大樓(11層含以上有電梯),八層/十四層,房地(土地+建物),2房2廳1衛,2
2390,65.4,36.53,6,0,臺北市中山區新生北路二段６８巷８號四樓之１２,111/07/24,住宅大樓(11層含以上有電梯),四層/十二層,房地(土地+建物)+車位,2房2廳1衛,2
770,63.3,12.16,27,0,臺北市中山區雙城街３巷２號十一樓之４,111/07/24,住宅大樓(11層含以上有電梯),十一層/十五層,房地(土地+建物),0房0廳1衛,2
810,76.6,12.81,18,150,臺北市中山區德惠街１０號四樓之１,111/07/23,住宅大樓(11層含以上有電梯),四層/十二層,房地(土地+建物)+車位,1房1廳1衛,2
922,87.9,10.48,14,0,臺北市中山區長安東路二段１０５號十三樓之５,111/07/23,住宅大樓(11層含以上有電梯),十三層/十三層,房地(土地+建物),1房1廳1衛,2
1300,69.7,18.66,26,0,臺北市中山區新生北路二段３８號九樓之６,111/07/22,住宅大樓(11層含以上有電梯),九層/十七層,房地(土地+建物),1房1廳1衛,2
805,75.2,10.7,26,0,臺北市中山區新生北路二段４０號十樓,111/07/20,住宅大樓(11層含以上有電梯),十層/十七層,房地(土地+建物),1房1廳1衛,2
1605,87.4,19.73,14,180,臺北市中山區松江路１８４巷２６弄６號三樓之１,111/07/19,華廈(10層含以下有電梯),三層/九層,房地(土地+建物)+車位,2房1廳1衛,2
950,79.3,11.98,25,0,臺北市中山區松江路４３號九樓之１,111/07/19,住宅大樓(11層含以上有電梯),九層/十三層,房地(土地+建物),1房1廳1衛,2
1320,83.5,15.81,14,0,臺北市中山區新生北路二段６８巷９號二樓之１１,111/07/18,住宅大樓(11層含以上有電梯),二層/十三層,房地(土地+建物),1房1廳1衛,2
900,67.3,13.37,28,0,臺北市中山區雙城街４巷２號六樓之１,111/07/17,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),1房1廳1衛,2
1880,68.7,31.52,12,150,臺北市中山區林森北路３０８號十三樓之３,111/07/17,住宅大樓(11層含以上有電梯),十三層/十五層,房地(土地+建物)+車位,1房1廳1衛,2
3000,63.7,47.11,22,0,臺北市中山區敬業三路１６２巷５３號二樓,111/07/16,華廈(10層含以下有電梯),二層/十層,房地(土地+建物),3房2廳2衛,2
760,80.6,9.43,14,0,臺北市中山區伊通街１９巷２５號四樓之１,111/07/16,華廈(10層含以下有電梯),四層/六層,房地(土地+建物),1房1廳1衛,2
888,86.3,10.29,14,0,臺北市中山區雙城街１９巷８號九樓之１４,111/07/16,住宅大樓(11層含以上有電梯),九層/十四層,房地(土地+建物),未知,2
2080,87.4,23.79,17,0,臺北市中山區長安西路１６號十三樓之１,111/07/16,住宅大樓(11層含以上有電梯),十三層/十四層,房地(土地+建物),2房2廳1衛,2
935,68.7,13.62,29,0,臺北市中山區新生北路三段８２巷２號七樓之４,111/07/15,華廈(10層含以下有電梯),七層/十層,房地(土地+建物),1房1廳1衛,2
915,66.9,13.67,42,0,臺北市中山區新生北路三段７０號九樓之５,111/07/15,華廈(10層含以下有電梯),九層/十層,房地(土地+建物),1房1廳1衛,2
1240,92.5,13.41,12,0,臺北市中山區北安路８２９號七樓之８,111/07/15,住宅大樓(11層含以上有電梯),七層/十四層,房地(土地+建物),2房1廳1衛,2
600,80.2,7.48,14,0,臺北市中山區林森北路１２１號十樓之３,111/07/14,住宅大樓(11層含以上有電梯),十層/十五層,房地(土地+建物),1房1廳1衛,2
2580,104.7,26.61,9,200,臺北市中山區北安路７８９號三樓,111/07/12,住宅大樓(11層含以上有電梯),三層/十四層,房地(土地+建物)+車位,2房2廳2衛,2
1145,55.7,20.56,14,0,臺北市中山區市民大道三段１６９號九樓之１,111/07/12,住宅大樓(11層含以上有電梯),九層/十三層,房地(土地+建物),1房1廳1衛,2
1085,105.9,10.25,4,0,臺北市中山區中原街４６之３號四樓,111/07/12,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),1房1廳1衛,2
1200,78.7,19.58,19,130,臺北市中山區林森北路４８３號八樓,111/07/12,住宅大樓(11層含以上有電梯),八層/十四層,房地(土地+建物)+車位,2房1廳1衛,2
2500,63.6,39.28,11,0,臺北市中山區林森北路５８７號三樓之１,111/07/10,住宅大樓(11層含以上有電梯),三層/十三層,房地(土地+建物)+車位,2房1廳1衛,2
2735,68.3,40.04,6,0,臺北市中山區新生北路二段６８巷８號四樓之３,111/07/10,住宅大樓(11層含以上有電梯),四層/十二層,房地(土地+建物)+車位,2房2廳1衛,2
1036,92.9,11.15,15,0,臺北市中山區中山北路一段５３巷８號四樓之７,111/07/07,住宅大樓(11層含以上有電梯),四層/十二層,房地(土地+建物),未知,2
510,77.2,6.61,16,0,臺北市中山區林森北路１１９巷２０號五樓之２,111/07/07,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),1房1廳1衛,2
1910,102.1,18.7,6,0,臺北市中山區新生北路二段６８巷８號十二樓之３,111/07/06,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物),1房1廳1衛,2
850,80.8,10.52,34,0,臺北市中山區建國北路二段３５號十三樓之２,111/07/05,住宅大樓(11層含以上有電梯),十三層/十五層,房地(土地+建物),1房1廳1衛,2
1600,75.2,21.28,14,0,臺北市中山區新生北路二段６８巷１３號八樓之１,111/07/05,住宅大樓(11層含以上有電梯),八層/十二層,房地(土地+建物),1房1廳1衛,2
1625,83.2,19.53,12,0,臺北市中山區南京東路二段１０８號九樓之２０,111/07/04,住宅大樓(11層含以上有電梯),九層/十八層,房地(土地+建物)+車位,1房1廳1衛,2
1100,85.9,12.8,16,0,臺北市中山區中山北路二段１６巷２５號三樓之２,111/07/03,華廈(10層含以下有電梯),三層/六層,房地(土地+建物),1房0廳1衛,2
1250,90.5,13.82,20,0,臺北市中山區復興北路４５８號十樓之１,111/07/02,住宅大樓(11層含以上有電梯),十層/十三層,房地(土地+建物),0房1廳1衛,2
650,57.2,11.37,38,0,臺北市中山區林森北路２５９巷９號四樓之１３,111/07/02,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),1房1廳1衛,2
2912,83,35.09,14,0,臺北市中山區松江路１８４巷２６弄１６號七樓,111/07/01,華廈(10層含以下有電梯),七層/七層,房地(土地+建物)+車位,3房2廳2衛,2
660,84.3,7.83,14,0,臺北市中山區林森北路８５巷６２號三樓之５,111/06/30,華廈(10層含以下有電梯),三層/八層,房地(土地+建物),1房1廳1衛,2
695,58.8,11.82,35,0,臺北市中山區林森北路８５巷１１號三樓之３,111/06/30,華廈(10層含以下有電梯),三層/五層,房地(土地+建物),1房1廳1衛,2
935,95.3,9.81,14,0,臺北市中山區長安東路二段１０５號十二樓之３,111/06/27,住宅大樓(11層含以上有電梯),十二層/十三層,房地(土地+建物),1房1廳1衛,2
980,77.4,12.66,16,0,臺北市中山區雙城街１８巷９號七樓之３,111/06/27,住宅大樓(11層含以上有電梯),七層/十三層,房地(土地+建物),1房1廳1衛,2
1109,80.5,13.78,28,0,臺北市中山區建國北路一段２３巷５３號三樓,111/06/26,華廈(10層含以下有電梯),三層/八層,房地(土地+建物),1房1廳1衛,2
1408,78.5,17.94,14,0,臺北市中山區新生北路二段６８巷１５號十二樓之５,111/06/25,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物),1房1廳1衛,2
1230,80.2,15.33,34,0,臺北市中山區建國北路二段３５號十二樓之７,111/06/25,住宅大樓(11層含以上有電梯),十二層/十五層,房地(土地+建物),0房1廳1衛,2
630,65.2,9.67,17,0,臺北市中山區林森北路１０７巷３２號四樓之５,111/06/25,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),1房1廳1衛,2
853,66.4,12.85,19,0,臺北市中山區林森北路４８３號十四樓之５,111/06/25,住宅大樓(11層含以上有電梯),十四層/十四層,房地(土地+建物),1房1廳1衛,2
3061,65,47.11,22,0,臺北市中山區敬業三路１６２巷１０２號十一樓,111/06/25,住宅大樓(11層含以上有電梯),十一層/十二層,房地(土地+建物)+車位,3房2廳2衛,2
1000,89.4,11.18,14,0,臺北市中山區中山北路一段５３巷８號六樓之１３,111/06/24,住宅大樓(11層含以上有電梯),六層/十二層,房地(土地+建物),1房1廳1衛,2
2450,75.5,32.45,8,0,臺北市中山區民權東路二段１３５巷３６號五樓,111/06/23,華廈(10層含以下有電梯),五層/十層,房地(土地+建物)+車位,2房1廳2衛,2
1570,73.1,21.47,6,0,臺北市中山區長安東路一段５６巷７弄２８號五樓之１,111/06/22,華廈(10層含以下有電梯),五層/五層,房地(土地+建物)+車位,1房1廳1衛,2
730,78.8,9.27,15,0,臺北市中山區民生東路一段７０巷１１號三樓之１１,111/06/22,華廈(10層含以下有電梯),三層/七層,房地(土地+建物),1房1廳1衛,2
1030,75.1,13.72,12,0,臺北市中山區林森北路３０８號十五樓,111/06/21,住宅大樓(11層含以上有電梯),十五層/十五層,房地(土地+建物),0房1廳1衛,2
1150,88.2,13.04,10,0,臺北市中山區新生北路三段１２號十一樓之２,111/06/19,住宅大樓(11層含以上有電梯),十一層/十一層,房地(土地+建物),1房1廳1衛,2
1180,80,14.74,19,0,臺北市中山區林森北路３０６號十四樓,111/06/18,住宅大樓(11層含以上有電梯),十四層/十四層,房地(土地+建物),1房1廳1衛,2
1700,81.9,20.76,11,0,臺北市中山區中山北路一段１２１巷３３號三樓之２,111/06/16,住宅大樓(11層含以上有電梯),三層/十四層,房地(土地+建物),1房1廳1衛,2
1780,77.8,22.88,10,0,臺北市中山區合江街１０５號三樓之１,111/06/14,華廈(10層含以下有電梯),三層/七層,房地(土地+建物),1房1廳1衛,2
1820,66.3,27.44,2,0,臺北市中山區新生北路三段８７巷１１號三樓,111/06/13,華廈(10層含以下有電梯),三層/七層,房地(土地+建物)+車位,2房1廳1衛,2
887,94.4,9.4,12,0,臺北市中山區建國北路一段１５０號六樓之１,111/06/13,住宅大樓(11層含以上有電梯),六層/十三層,房地(土地+建物),1房1廳1衛,2
870,57.8,15.06,33,0,臺北市中山區林森北路１０７巷４１號三樓,111/06/13,華廈(10層含以下有電梯),三層/七層,房地(土地+建物),未知,2
2960,60.8,48.69,11,0,臺北市中山區林森北路５８５號二樓之３,111/06/12,住宅大樓(11層含以上有電梯),二層/十三層,房地(土地+建物)+車位,2房1廳2衛,2
2968,63.1,47.01,22,0,臺北市中山區樂群二路１８０號四樓,111/06/12,華廈(10層含以下有電梯),四層/八層,房地(土地+建物),3房2廳2衛,2
1480,93.8,22.55,14,320,臺北市中山區復興北路４４８號八樓之９,111/06/12,住宅大樓(11層含以上有電梯),八層/十二層,房地(土地+建物)+車位,2房1廳1衛,2
1800,79.9,22.54,13,0,臺北市中山區新生北路二段６８巷９號六樓之２,111/06/10,住宅大樓(11層含以上有電梯),六層/十三層,房地(土地+建物),2房2廳1衛,2
3100,65.9,47.02,22,0,臺北市中山區敬業三路１６２巷５６號,111/06/10,華廈(10層含以下有電梯),一層/十層,房地(土地+建物)+車位,3房2廳2衛,2
1580,77,20.53,15,0,臺北市中山區林森北路８５巷７７號七樓,111/06/10,華廈(10層含以下有電梯),七層/七層,房地(土地+建物)+車位,2房1廳1衛,2
590,78.9,7.48,14,0,臺北市中山區新生北路二段６８巷１５號五樓之１０,111/06/09,住宅大樓(11層含以上有電梯),五層/十二層,房地(土地+建物),1房1廳1衛,2
560,72.2,7.76,40,0,臺北市中山區林森北路１０７巷３０號六樓之９,111/06/08,華廈(10層含以下有電梯),六層/八層,房地(土地+建物),1房1廳1衛,2
2130,92.2,23.1,6,0,臺北市中山區天祥路１６號八樓,111/06/08,住宅大樓(11層含以上有電梯),八層/十二層,房地(土地+建物),1房1廳1衛,2
1269,93.2,13.62,17,0,臺北市中山區林森北路５３６號八樓之６,111/06/07,住宅大樓(11層含以上有電梯),八層/十四層,房地(土地+建物),2房1廳1衛,2
1950,59.8,33.5,9,160,臺北市中山區龍江路３５６巷５０號二樓之２,111/06/06,華廈(10層含以下有電梯),二層/八層,房地(土地+建物)+車位,2房2廳2衛,2
1380,76.9,17.94,14,0,臺北市中山區新生北路二段６８巷１５號十一樓之３,111/06/05,住宅大樓(11層含以上有電梯),十一層/十二層,房地(土地+建物),1房1廳1衛,2
838,76.9,10.9,15,0,臺北市中山區長安東路二段１６號四樓之３,111/06/05,華廈(10層含以下有電梯),四層/八層,房地(土地+建物),0房1廳1衛,2
1410,64.4,21.9,10,0,臺北市中山區新生北路三段１６號二樓之１,111/06/05,住宅大樓(11層含以上有電梯),二層/十一層,房地(土地+建物)+車位,1房1廳1衛,2
1400,76.9,18.2,18,0,臺北市中山區德惠街１０號十二樓之２,111/06/05,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物),2房1廳1衛,2
2200,83.6,26.31,5,0,臺北市中山區松江路６４巷２２號二樓,111/06/04,華廈(10層含以下有電梯),二層/七層,房地(土地+建物),2房1廳1衛,2
990,75.7,13.08,19,0,臺北市中山區林森北路４８１號十一樓之６,111/06/04,住宅大樓(11層含以上有電梯),十一層/十四層,房地(土地+建物),1房1廳1衛,2
1029,72.5,14.55,14,120,臺北市中山區新生北路二段６８巷１５號五樓,111/06/04,住宅大樓(11層含以上有電梯),五層/十二層,房地(土地+建物)+車位,未知,2
1530,67,22.82,26,0,臺北市中山區明水路５５５號十二樓之２２,111/06/01,住宅大樓(11層含以上有電梯),"十二層,十三層/十六層",房地(土地+建物)+車位,2房1廳1衛,2
1200,89.5,13.4,1,0,臺北市中山區長安東路一段４０號六樓之１,111/06/01,華廈(10層含以下有電梯),六層/十層,房地(土地+建物),未知,2
2971,88.1,38.84,7,265,臺北市中山區中山北路二段５９巷７號五樓之２,111/06/01,華廈(10層含以下有電梯),五層/九層,房地(土地+建物)+車位,2房1廳1衛,2
1060,94.4,11.23,14,0,臺北市中山區中山北路一段５３巷８號八樓之５,111/06/01,住宅大樓(11層含以上有電梯),八層/十二層,房地(土地+建物),1房1廳1衛,2
636,86.3,7.37,15,0,臺北市中山區林森北路８５巷７７號三樓之５,111/05/31,華廈(10層含以下有電梯),三層/七層,房地(土地+建物),1房1廳1衛,2
1850,57,32.43,13,0,臺北市中山區新生北路二段６８巷９號五樓之８,111/05/31,住宅大樓(11層含以上有電梯),五層/十三層,房地(土地+建物)+車位,1房2廳1衛,2
2100,95,27.01,7,200,臺北市中山區松江路１６４巷６３號四樓之１,111/05/30,華廈(10層含以下有電梯),四層/七層,房地(土地+建物)+車位,2房1廳1衛,2
2140,75,31.69,23,180,臺北市中山區中山北路二段５９巷４５號十五樓之８,111/05/28,住宅大樓(11層含以上有電梯),十五層/十六層,房地(土地+建物)+車位,3房2廳2衛,2
2340,87.8,26.65,7,0,臺北市中山區建國北路三段７１號十一樓之８,111/05/28,住宅大樓(11層含以上有電梯),十一層/十四層,房地(土地+建物),1房2廳1衛,2
1230,76.6,16.05,32,0,臺北市中山區南京東路三段１９４巷５號三樓之６,111/05/28,華廈(10層含以下有電梯),三層/五層,房地(土地+建物)+車位,1房1廳1衛,2
978,62.3,15.71,28,0,臺北市中山區雙城街４巷２號四樓之１０,111/05/28,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),1房1廳1衛,2
1078,87.2,12.36,14,0,臺北市中山區復興北路４４８號五樓之５,111/05/27,住宅大樓(11層含以上有電梯),五層/十二層,房地(土地+建物),1房1廳1衛,2
2610,96,27.19,6,0,臺北市中山區德惠街１８號三樓之３,111/05/27,住宅大樓(11層含以上有電梯),三層/十三層,房地(土地+建物),2房1廳1衛,2
1260,76.6,16.46,34,0,臺北市中山區新生北路一段７８號八樓之３,111/05/26,住宅大樓(11層含以上有電梯),八層/十四層,房地(土地+建物),1房1廳1衛,2
1320,64.3,20.53,30,0,臺北市中山區新生北路三段８２巷２９號五樓之６、五樓之７,111/05/25,華廈(10層含以下有電梯),五層/六層,房地(土地+建物),2房2廳1衛,2
1000,81.1,12.33,21,0,臺北市中山區四平街１０７號四樓之５,111/05/24,華廈(10層含以下有電梯),四層/十層,房地(土地+建物),0房1廳1衛,2
