add,date,amount,price,area,type,age,floor.height,subject,pattern,car,use,lon,lat
臺北市中正區南昌路一段１２４號四樓之２,111/08/16,1451,132.1,10.99,住宅大樓(11層含以上有電梯),14,四層/十四層,房地(土地+建物),1房1廳1衛,0,住家用,121.5182424,25.0296505
臺北市中正區信義路二段２６１號四樓之１,111/08/15,2355,147.1,16.01,住宅大樓(11層含以上有電梯),4,四層/十四層,房地(土地+建物),1房1廳1衛,0,住家用,121.531667,25.033881
臺北市中正區同安街２０號五樓之１,111/08/14,2788,75.4,37,華廈(10層含以下有電梯),11,五層/七層,房地(土地+建物)+車位,2房1廳1衛,220,住家用,121.522357,25.0250649
臺北市中正區三元街２１６號四樓之３,111/08/14,1750,71.5,24.46,華廈(10層含以下有電梯),27,四層/十層,房地(土地+建物),2房2廳1衛,0,住家用,121.5125145,25.0274491
臺北市中正區重慶南路三段１２９號八樓之６,111/08/14,780,72.9,10.7,住宅大樓(11層含以上有電梯),14,八層/十二層,房地(土地+建物),1房0廳1衛,0,住家用,121.5169984,25.0238934
臺北市中正區南昌路二段１１２號十樓之７,111/08/14,850,77.3,10.99,住宅大樓(11層含以上有電梯),26,十層/十一層,房地(土地+建物),1房1廳1衛,0,住家用,121.5221467,25.0257309
臺北市中正區中華路二段１７５巷３號二樓,111/08/13,1130,68.7,16.44,公寓(5樓含以下無電梯),42,二層/五層,房地(土地+建物),2房1廳1衛,0,住家用,121.5044792,25.0306322
臺北市中正區連雲街２６巷３號三樓,111/08/13,860,90.6,9.49,公寓(5樓含以下無電梯),47,"三層,陽臺/四層",房地(土地+建物),2房1廳1衛,0,住家用,121.5315035,25.0363066
臺北市中正區思源街１２之５號五樓,111/08/12,3000,43.5,69.01,住宅大樓(11層含以上有電梯),22,五層/十二層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5315222,25.0147674
臺北市中正區水源路７７號二樓,111/08/08,3688,95,41.36,住宅大樓(11層含以上有電梯),3,二層/十五層,房地(土地+建物)+車位,3房2廳2衛,200,住家用,121.5199766,25.0211365
臺北市中正區南昌路一段１２４號十樓之７,111/08/07,1355,136.9,9.9,住宅大樓(11層含以上有電梯),14,十層/十四層,房地(土地+建物),1房1廳1衛,0,住家用,121.5182424,25.0296505
臺北市中正區臨沂街６１巷５之５號三樓,111/08/07,2630,80.9,32.51,公寓(5樓含以下無電梯),53,三層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5294421,25.037
臺北市中正區羅斯福路二段８巷５號七樓之２,111/08/07,2480,129.9,19.08,華廈(10層含以下有電梯),7,七層/九層,房地(土地+建物),2房2廳1衛,0,住家用,121.5206414,25.0287098
臺北市中正區同安街８巷１９號四樓,111/08/06,1285,71.2,18.06,公寓(5樓含以下無電梯),46,"四層,陽臺/四層",房地(土地+建物),1房2廳2衛,0,住家用,121.521763,25.025702
臺北市中正區同安街９３號六樓之１,111/08/06,2000,71.7,27.9,華廈(10層含以下有電梯),39,六層/七層,房地(土地+建物),2房2廳1衛,0,住家用,121.520686,25.0223208
臺北市中正區羅斯福路二段４４號五樓之２,111/08/06,2200,78.5,28.04,住宅大樓(11層含以上有電梯),44,五層/十一層,房地(土地+建物),0房1廳2衛,0,住家用,121.5214745,25.0279908
臺北市中正區和平西路一段１７０號九樓之１,111/08/05,1120,62.6,17.89,住宅大樓(11層含以上有電梯),43,九層/十二層,房地(土地+建物),2房2廳1衛,0,住家用,121.514766,25.027452
臺北市中正區南昌路一段８７號九樓之１,111/08/04,4124,118,38.36,住宅大樓(11層含以上有電梯),4,九層/十五層,房地(土地+建物)+車位,2房2廳1衛,230,住家用,121.517921,25.030485
臺北市中正區中華路二段３１５巷４弄３號五樓之６,111/08/03,1000,47.4,21.1,華廈(10層含以下有電梯),42,五層/七層,房地(土地+建物),3房2廳1衛,0,住家用,121.5071022,25.028045
臺北市中正區水源路４３號七樓之１,111/08/03,2300,62,37.1,住宅大樓(11層含以上有電梯),20,七層/十三層,房地(土地+建物),3房2廳2衛,0,住家用,121.5237062,25.0190458
臺北市中正區汀州路一段２３號六樓,111/08/01,605.6,15.1,40.19,住宅大樓(11層含以上有電梯),35,六層/十二層,房地(土地+建物),4房2廳2衛,0,住家用,121.506176,25.0321875
臺北市中正區南昌路一段１２４號十二樓之７,111/08/01,1995,132.1,15.1,住宅大樓(11層含以上有電梯),14,十二層/十四層,房地(土地+建物),1房1廳1衛,0,住家用,121.5182424,25.0296505
臺北市中正區重慶南路三段８９號七樓,111/07/31,2763,60,46.05,華廈(10層含以下有電梯),41,七層/七層,房地(土地+建物),4房2廳2衛,0,住家用,121.5167675,25.0251043
臺北市中正區北平東路１６號十二樓之１,111/07/31,845,34.5,24.52,住宅大樓(11層含以上有電梯),33,十二層/十二層,建物,1房0廳1衛,0,住家用,121.5245233,25.0459674
臺北市中正區漢口街一段１６號三樓,111/07/31,800,80.1,14.18,住宅大樓(11層含以上有電梯),26,三層/十一層,房地(土地+建物)+車位,1房1廳1衛,120,住家用,121.5144696,25.045056
臺北市中正區羅斯福路二段４８巷３號五樓,111/07/30,1800,110.7,16.26,住宅大樓(11層含以上有電梯),15,五層/十二層,房地(土地+建物),1房1廳1衛,0,住家用,121.5212768,25.027697
臺北市中正區廈門街７４巷２號二樓,111/07/29,1698,70.3,24.15,公寓(5樓含以下無電梯),45,二層/四層,房地(土地+建物),2房2廳1衛,0,住家用,121.517315,25.0247516
臺北市中正區杭州南路一段１１１巷５號五樓,111/07/26,2900,89.1,32.54,公寓(5樓含以下無電梯),40,五層/五層,房地(土地+建物),5房2廳4衛,0,住家用,121.5255354,25.0371238
臺北市中正區牯嶺街１３０號二樓,111/07/23,2000,69,28.99,公寓(5樓含以下無電梯),32,二層/五層,房地(土地+建物),2房1廳2衛,0,住家用,121.5189083,25.0227966
臺北市中正區汀州路二段８５號三樓之３,111/07/22,1350,77.3,17.47,住宅大樓(11層含以上有電梯),5,三層/十九層,房地(土地+建物),1房1廳1衛,0,住家用,121.5175631,25.025498
臺北市中正區水源路３７之６號九樓,111/07/22,4200,68.6,61.19,住宅大樓(11層含以上有電梯),4,九層/十三層,房地(土地+建物)+車位,4房2廳2衛,0,住家用,121.5238594,25.0188476
臺北市中正區羅斯福路三段２４４巷２弄１０號,111/07/21,4000,95.6,41.84,公寓(5樓含以下無電梯),27,"一層,電梯樓梯間/五層",房地(土地+建物),3房2廳2衛,0,住家用,121.5313345,25.0167006
臺北市中正區中華路二段３８１巷２號四樓,111/07/21,1388,46.8,29.63,公寓(5樓含以下無電梯),47,"四層,陽臺/四層",房地(土地+建物),4房1廳2衛,0,住家用,121.5079827,25.0264278
臺北市中正區牯嶺街１４６號十二樓,111/07/21,6768,81.1,95.99,住宅大樓(11層含以上有電梯),2,十二層/十四層,房地(土地+建物)+車位,4房2廳3衛,540,住家用,121.5188992,25.0215501
