"add","date","amount","price","area","type","age","floor.height","subject","pattern","car","use","section","lon","lat"
"臺北市北投區公舘路２９２巷１弄７號二樓","111/10/28",1400,42.1,33.29,"公寓(5樓含以下無電梯)",41,"二層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5066168,25.1248946
"臺北市北投區崇仁路一段７６號三樓","111/10/27",1200,43.1,27.81,"公寓(5樓含以下無電梯)",44,"三層/四層","房地(土地+建物)","3房1廳1衛","0","住家用","北投區",121.5014599,25.1262555
"臺北市北投區新民路５３之１號八樓之６","111/10/26",220,60.8,3.62,"華廈(10層含以下有電梯)",15,"八層/十層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5105407,25.1401413
"臺北市北投區中央北路二段３５０巷６８號六樓","111/10/21",2830,48.6,58.19,"住宅大樓(11層含以上有電梯)",7,"六層/十四層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.4884361,25.1395778
"臺北市北投區中央北路二段３５０巷９２號十一樓","111/10/18",2878.9,49.5,58.19,"住宅大樓(11層含以上有電梯)",7,"十一層/十四層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.4886382,25.1386694
"臺北市北投區西安街二段２６７號三樓之５","111/10/18",749,90,8.32,"華廈(10層含以下有電梯)",13,"三層/七層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5069934,25.1204169
"臺北市北投區義方街１２號六樓","111/10/16",1960,43.2,45.38,"華廈(10層含以下有電梯)",38,"六層/七層","房地(土地+建物)","4房2廳2衛","0","住家用","北投區",121.5025728,25.1409252
"臺北市北投區公舘路１６１巷１號六樓","111/10/13",2700,52.6,57.02,"華廈(10層含以下有電梯)",7,"六層/七層","房地(土地+建物)+車位","3房2廳2衛","170","住家用","北投區",121.5063462,25.1291524
"臺北市北投區明德路１５０巷１０號四樓","111/10/13",880,38.9,22.62,"公寓(5樓含以下無電梯)",48,"四層,陽臺/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5210233,25.1103297
"臺北市北投區泉源路４８號八樓之３","111/10/12",850,58.5,14.52,"住宅大樓(11層含以上有電梯)",22,"八層/十三層","房地(土地+建物)","1房2廳1衛","0","住家用","北投區",121.509108,25.140941
"臺北市北投區承德路七段１６２號四樓之２","111/10/11",4908,73.5,74.17,"住宅大樓(11層含以上有電梯)",8,"四層/十三層","房地(土地+建物)+車位","3房2廳2衛","270","住家用","北投區",121.5089042,25.1132536
"臺北市北投區石牌路二段３４８巷１５號四樓之１","111/10/11",1245,57.4,21.7,"華廈(10層含以下有電梯)",29,"四層/六層","房地(土地+建物)+車位","1房1廳1衛","0","住家用","北投區",121.5251165,25.1225913
"臺北市北投區溫泉路１０７號","111/10/11",980,0,50.51,"透天厝",51,"全/三層","房地(土地+建物)","5房3廳4衛","0","住家用","北投區",121.5122098,25.1364605
"臺北市北投區光明路１６８號十樓","111/10/09",1545,71,21.77,"住宅大樓(11層含以上有電梯)",13,"十層/十一層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.502946,25.1354063
"臺北市北投區溫泉路６８巷２０之１號五樓","111/10/09",1200,44.5,26.98,"公寓(5樓含以下無電梯)",41,"五層/五層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.506589,25.1345129
"臺北市北投區自強街１２０號","111/10/08",1800,67.9,26.52,"公寓(5樓含以下無電梯)",50,"三層/三層","房地(土地+建物)","4房2廳2衛","0","住家用","北投區",121.5156129,25.1107879
"臺北市北投區新民路６２巷１５弄１號四樓","111/10/08",1420,45.7,31.05,"華廈(10層含以下有電梯)",6,"四層/五層","房地(土地+建物)+車位","2房1廳1衛","0","住家用","北投區",121.5110991,25.1394123
"臺北市北投區中和街３９８巷５弄２號五樓之８","111/10/06",480,45.4,10.58,"華廈(10層含以下有電梯)",27,"五層/十層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.4986448,25.1440241
"臺北市北投區自強街５巷１０２弄１２號二樓","111/10/06",875,37.9,23.1,"公寓(5樓含以下無電梯)",52,"二層/三層","房地(土地+建物)","3房1廳1衛","0","住家用","北投區",121.5116473,25.1121907
"臺北市北投區中和街４５８巷４４弄６號","111/10/06",1710,0,21.33,"透天厝",49,"全/二層","房地(土地+建物)","3房2廳3衛","0","住家用","北投區",121.4963318,25.1461121
"臺北市北投區立農街二段２５９號三樓","111/10/05",1900,56.9,33.41,"公寓(5樓含以下無電梯)",40,"三層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5144748,25.1189597
"臺北市北投區中央北路四段５４１巷３號十三樓","111/10/05",2230,72,41.07,"住宅大樓(11層含以上有電梯)",1,"十三層/十八層","房地(土地+建物)+車位","2房1廳1衛","180","住家用","北投區",121.467968,25.1276186
"臺北市北投區懷德街７８巷１３號三樓","111/10/04",2880,64.4,44.73,"公寓(5樓含以下無電梯)",44,"三層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5206986,25.1135066
"臺北市北投區中和街２７８巷９號","111/10/04",1130,0,26.14,"透天厝",55,"全/--","房地(土地+建物)","2房0廳2衛","0","住家用","北投區",121.500753,25.140623
"臺北市北投區西安街二段２６３號七樓","111/10/03",2106,75,28.08,"住宅大樓(11層含以上有電梯)",1,"七層/十二層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.507423,25.1203834
"臺北市北投區明德路３３３巷２９號三樓","111/10/03",1860,51.3,36.24,"公寓(5樓含以下無電梯)",53,"三層/四層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5186435,25.1164019
"臺北市北投區富貴一路６之１號","111/10/03",5300,70.2,75.48,"華廈(10層含以下有電梯)",34,"一層/九層","房地(土地+建物)+車位","4房2廳2衛","0","住家用","北投區",121.5240826,25.1141785
"臺北市北投區民族街４３巷２６號二樓","111/10/03",1050,34,30.89,"公寓(5樓含以下無電梯)",45,"二層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.506216,25.134089
"臺北市北投區復興四路３６號","111/10/02",1550,60.9,25.26,"華廈(10層含以下有電梯)",11,"一層/七層","房地(土地+建物)+車位","2房2廳2衛","150","住家用","北投區",121.500819,25.1424901
"臺北市北投區致遠三路３９巷７號五樓","111/10/01",1180,49.6,23.79,"公寓(5樓含以下無電梯)",37,"五層/五層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.5114283,25.1202023
"臺北市北投區光明路６８號十七樓之６","111/10/01",835,76.4,10.94,"住宅大樓(11層含以上有電梯)",15,"十七層/二十三層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5003141,25.1328683
"臺北市北投區大興街２４巷３弄５號四樓","111/10/01",1488,45.6,32.61,"公寓(5樓含以下無電梯)",43,"四層/四層","房地(土地+建物)","4房2廳2衛","0","住家用","北投區",121.499003,25.1295165
"臺北市北投區三合街一段８２巷１０６號九樓","111/10/01",2340,81.2,40.88,"華廈(10層含以下有電梯)",4,"九層/九層","房地(土地+建物)+車位","2房2廳1衛","250","住家用","北投區",121.5043543,25.1290676
"臺北市北投區石仙路１３號四樓","111/09/30",300,19.4,15.49,"公寓(5樓含以下無電梯)",40,"四層/四層","房地(土地+建物)","6房4廳4衛","0","住家用","北投區",121.489286,25.141805
"臺北市北投區自強街６１巷２５號五樓","111/09/30",1900,43.8,43.35,"公寓(5樓含以下無電梯)",34,"五層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5129865,25.110998
"臺北市北投區尊賢街２４９巷３４號二樓","111/09/29",1800,53.7,33.5,"公寓(5樓含以下無電梯)",48,"二層/四層","房地(土地+建物)","3房1廳2衛","0","住家用","北投區",121.505116,25.1171235
"臺北市北投區明德路１３６巷１１號","111/09/29",3258,95.4,34.15,"公寓(5樓含以下無電梯)",43,"一層/五層","房地(土地+建物)","2房2廳2衛","0","住家用","北投區",121.5213287,25.1098606
"臺北市北投區文化三路１０８號七樓","111/09/28",1800,36.6,49.16,"華廈(10層含以下有電梯)",37,"七層/七層","房地(土地+建物)","4房2廳2衛","0","住家用","北投區",121.4984007,25.1394289
"臺北市北投區文化三路１０２號三樓","111/09/27",1888,44.2,42.73,"華廈(10層含以下有電梯)",37,"三層/七層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.4983022,25.1391432
"臺北市北投區中央北路二段４２巷１１弄１６號二樓","111/09/27",1400,47,29.79,"華廈(10層含以下有電梯)",30,"二層/五層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.4949298,25.1378141
"臺北市北投區清江路２６４號","111/09/27",2290,77.3,29.61,"公寓(5樓含以下無電梯)",45,"一層/三層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5014657,25.1254246
"臺北市北投區明德路９號八樓","111/09/27",4300,65.7,65.4,"住宅大樓(11層含以上有電梯)",23,"八層/十一層","房地(土地+建物)+車位","2房2廳2衛","250","住家用","北投區",121.5170839,25.1067991
"臺北市北投區中央北路三段４０巷３８弄２２之１號","111/09/27",1515,64.3,23.56,"華廈(10層含以下有電梯)",2,"一層/七層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.4854748,25.1401466
"臺北市北投區溫泉路１２６之２號三樓","111/09/27",6088,72.8,94.82,"華廈(10層含以下有電梯)",8,"三層/五層","房地(土地+建物)+車位","2房2廳3衛","520","住家用","北投區",121.5124177,25.1364443
"臺北市北投區中山路４７號十一樓之５","111/09/27",265,27,9.81,"住宅大樓(11層含以上有電梯)",38,"十一層/十二層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5116337,25.1385722
"臺北市北投區溫泉路１４９之７號四樓","111/09/26",1088,28.2,38.64,"公寓(5樓含以下無電梯)",47,"四層,陽臺/四層","房地(土地+建物)","2房2廳2衛","0","住家用","北投區",121.5133874,25.140386
"臺北市北投區文林北路８０巷６０弄１０號三樓","111/09/26",1680,64.4,26.08,"公寓(5樓含以下無電梯)",49,"三層/三層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.5195909,25.1059902
"臺北市北投區中央北路二段３５０巷７０號八樓","111/09/26",2655,47.9,55.47,"住宅大樓(11層含以上有電梯)",7,"八層/十四層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.4884361,25.1395778
"臺北市北投區泉源路４９之３號","111/09/25",613,35,17.51,"華廈(10層含以下有電梯)",41,"一層/七層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5088058,25.1413044
"臺北市北投區公舘路１４５巷２弄１０號四樓","111/09/25",1108,39.5,28.04,"公寓(5樓含以下無電梯)",42,"四層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5061569,25.12949
"臺北市北投區泉源路３４之１號八樓之１","111/09/25",678,51.5,13.17,"華廈(10層含以下有電梯)",25,"八層/十層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.50717,25.141523
"臺北市北投區尊賢街２３９巷２６弄１號四樓","111/09/24",1150,43.1,26.66,"公寓(5樓含以下無電梯)",50,"四層/四層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.5065355,25.1160652
"臺北市北投區崗山路１６之１號五樓","111/09/24",1100,31.3,35.16,"公寓(5樓含以下無電梯)",42,"五層/五層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.4867498,25.1412141
"臺北市北投區稻香路１６１巷１６弄６之１號五樓","111/09/24",2116,70.8,37.77,"華廈(10層含以下有電梯)",1,"五層/五層","房地(土地+建物)+車位","2房2廳1衛","200","住家用","北投區",121.4876845,25.1416822
"臺北市北投區大興街２４巷４弄９號二樓","111/09/24",1680,61.2,27.45,"公寓(5樓含以下無電梯)",43,"二層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.4983093,25.1292234
"臺北市北投區稻香路１６１巷１６弄６之３號三樓","111/09/23",2088,67.8,38.54,"華廈(10層含以下有電梯)",1,"三層/五層","房地(土地+建物)+車位","2房2廳1衛","200","住家用","北投區",121.4876845,25.1416822
"臺北市北投區東華街二段１９０號二樓","111/09/23",2100,62,33.85,"公寓(5樓含以下無電梯)",38,"二層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5106306,25.1203638
"臺北市北投區中和街５３０號","111/09/22",2615,0,44.31,"透天厝",49,"全/二層","房地(土地+建物)","6房3廳3衛","0","住家用","北投區",121.4932998,25.1455658
"臺北市北投區裕民六路９０巷１８號三樓","111/09/22",1103.8,39.9,27.63,"公寓(5樓含以下無電梯)",46,"三層,陽臺/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.518369,25.113343
"臺北市北投區中央北路三段４０巷３８弄２號","111/09/22",1255,48,26.14,"公寓(5樓含以下無電梯)",41,"一層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.485013,25.139907
"臺北市北投區奇岩路１０號四樓之３","111/09/22",1200,41,36.27,"華廈(10層含以下有電梯)",10,"四層/五層","房地(土地+建物)+車位","1房1廳1衛","180","住家用","北投區",121.5076383,25.1333824
"臺北市北投區大度路三段３０１巷１２８弄５號","111/09/22",940,39.2,23.97,"公寓(5樓含以下無電梯)",38,"一層/四層","房地(土地+建物)","4房2廳1衛","0","住家用","北投區",121.4652354,25.1197402
"臺北市北投區文化三路６０號","111/09/21",1735,46.8,37.1,"華廈(10層含以下有電梯)",37,"一層/七層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.498643,25.138389
"臺北市北投區明德路２０１號四樓之７","111/09/21",1248,76,16.43,"華廈(10層含以下有電梯)",44,"四層/七層","房地(土地+建物)","2房1廳1衛","0","住家用","北投區",121.521119,25.11173
"臺北市北投區天母西路１１７巷５２弄１５號三樓","111/09/21",800,14.2,56.33,"華廈(10層含以下有電梯)",38,"三層/七層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5250674,25.1212126
"臺北市北投區石牌路二段３１５巷３４弄７號九樓","111/09/21",4436,66.3,66.87,"住宅大樓(11層含以上有電梯)",7,"九層/十四層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.5226548,25.1237792
"臺北市北投區中央北路三段４０巷３４弄１６號二十一樓","111/09/21",3750,49,76.57,"住宅大樓(11層含以上有電梯)",10,"二十一層/二十一層","房地(土地+建物)+車位","4房2廳2衛","0","住家用","北投區",121.4858875,25.1397264
"臺北市北投區尊賢街２４１巷８號四樓","111/09/21",1238,53.6,23.11,"公寓(5樓含以下無電梯)",46,"四層,陽臺/四層","房地(土地+建物)","2房1廳1衛","0","住家用","北投區",121.5070284,25.1165016
"臺北市北投區大度路三段２２１號六樓","111/09/21",2060,47.6,43.31,"住宅大樓(11層含以上有電梯)",32,"六層/十五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.4673175,25.1227724
"臺北市北投區大業路５２９號二樓之３","111/09/20",1300,46.8,27.77,"住宅大樓(11層含以上有電梯)",27,"二層/十二層","房地(土地+建物)","2房1廳1衛","0","住家用","北投區",121.4962659,25.1351999
"臺北市北投區中和街４０號七樓之２０","111/09/20",386,33.2,11.64,"華廈(10層含以下有電梯)",42,"七層/八層","房地(土地+建物)","1房0廳1衛","0","住家用","北投區",121.5028006,25.1381929
"臺北市北投區溫泉路６５巷１６號七樓之５","111/09/20",880,46.7,18.85,"住宅大樓(11層含以上有電梯)",45,"七層/十二層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.5050939,25.1360037
"臺北市北投區石牌路二段３５７巷９號二樓","111/09/19",4468,57.9,77.15,"華廈(10層含以下有電梯)",34,"二層/五層","房地(土地+建物)+車位","4房2廳2衛","0","住家用","北投區",121.5249501,25.1241667
"臺北市北投區吉利街３２０巷２弄４號","111/09/19",980,56.9,17.23,"公寓(5樓含以下無電梯)",52,"一層/四層","房地(土地+建物)","2房2廳2衛","0","住家用","北投區",121.5115027,25.1177667
"臺北市北投區溫泉路８２之７號","111/09/19",1900,67.3,28.24,"公寓(5樓含以下無電梯)",36,"一層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.506178,25.135085
"臺北市北投區中和街５０７巷３弄５號三樓","111/09/18",1080,36.1,29.89,"公寓(5樓含以下無電梯)",48,"三層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.4944293,25.1447341
"臺北市北投區稻香路１６１巷７號十樓之１","111/09/18",1515,42.8,35.41,"住宅大樓(11層含以上有電梯)",19,"十層/十一層","房地(土地+建物)+車位","3房2廳1衛","0","住家用","北投區",121.4888387,25.1420787
"臺北市北投區實踐街８２巷１號四樓","111/09/18",2050,79.7,25.72,"華廈(10層含以下有電梯)",28,"四層/六層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5108727,25.1150194
"臺北市北投區新民路５３之１號八樓之６","111/09/18",440,60.8,7.24,"華廈(10層含以下有電梯)",15,"八層/十層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5105407,25.1401413
"臺北市北投區珠海路１２６號六樓","111/09/17",1750,43.1,40.63,"華廈(10層含以下有電梯)",41,"六層/七層","房地(土地+建物)","3房2廳3衛","0","住家用","北投區",121.5067781,25.1421444
"臺北市北投區石牌路二段３１５巷３４弄７號六樓之１","111/09/17",4660,72.8,79.8,"住宅大樓(11層含以上有電梯)",7,"六層/十四層","房地(土地+建物)+車位","3房2廳2衛","500","住家用","北投區",121.5226548,25.1237792
"臺北市北投區大度路三段３０１巷１２８弄７之１號二樓","111/09/17",670,28.1,23.82,"公寓(5樓含以下無電梯)",34,"二層/四層","房地(土地+建物)","2房1廳1衛","0","住家用","北投區",121.4652068,25.1196827
"臺北市北投區石牌路二段３６４號六樓","111/09/16",1873,69.7,26.86,"華廈(10層含以下有電梯)",44,"六層/七層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5256445,25.1235486
"臺北市北投區湖山路一段１４號七樓之６","111/09/16",1000,37.2,26.87,"華廈(10層含以下有電梯)",45,"七層/七層","房地(土地+建物)","3房1廳2衛","0","住家用","北投區",121.5473434,25.1525278
"臺北市北投區奇岩路２４１巷７弄３０號","111/09/15",4500,65.9,78.15,"華廈(10層含以下有電梯)",3,"一層/五層","房地(土地+建物)+車位","4房2廳2衛","470","住家用","北投區",121.5103033,25.129515
"臺北市北投區尊賢街２１８巷２３弄６號二樓","111/09/15",1392,47.1,29.55,"公寓(5樓含以下無電梯)",48,"二層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5087743,25.1161522
"臺北市北投區大興街２３巷１１號四樓","111/09/15",1960,53,36.98,"公寓(5樓含以下無電梯)",40,"四層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.4979,25.130292
"臺北市北投區泉源路６４號三樓","111/09/15",630,21.7,29.05,"公寓(5樓含以下無電梯)",42,"三層/五層","房地(土地+建物)","4房2廳2衛","0","住家用","北投區",121.513013,25.141442
"臺北市北投區致遠三路１１９巷１２弄１４號","111/09/13",900,0,14.25,"透天厝",49,"全/二層","房地(土地+建物)","4房1廳3衛","0","住家用","北投區",121.5097614,25.1213972
"臺北市北投區崗山路５巷３號","111/09/13",600,13.2,45.59,"公寓(5樓含以下無電梯)",33,"一層/五層","房地(土地+建物)","3房1廳1衛","0","住家用","北投區",121.4866896,25.140165
"臺北市北投區復興一路５７之５號二樓","111/09/13",770,42,18.32,"公寓(5樓含以下無電梯)",53,"二層/三層","房地(土地+建物)","2房2廳2衛","0","住家用","北投區",121.5032064,25.141935
"臺北市北投區知行路２４５巷１８號五樓","111/09/13",600,30.4,19.75,"公寓(5樓含以下無電梯)",43,"五層/五層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.4664052,25.1208714
"臺北市北投區溫泉路３４巷２３號二樓","111/09/13",836,33,25.33,"公寓(5樓含以下無電梯)",48,"二層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.504544,25.133664
"臺北市北投區承德路七段３４２巷１６號四樓","111/09/13",1850,61.9,29.89,"公寓(5樓含以下無電梯)",46,"四層,陽臺/四層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5049647,25.1175515
"臺北市北投區立農街二段２７３巷９號二樓","111/09/13",244,27.8,8.77,"公寓(5樓含以下無電梯)",43,"二層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5149954,25.1192469
"臺北市北投區中央北路四段５４１巷１３號十一樓","111/09/12",2804,71.3,48.56,"住宅大樓(11層含以上有電梯)",1,"十一層/十八層","房地(土地+建物)+車位","3房1廳2衛","240","住家用","北投區",121.4683077,25.1274685
"臺北市北投區石牌路一段３９巷１４６號十樓之３","111/09/12",3340,82.2,50.49,"住宅大樓(11層含以上有電梯)",1,"十層/十三層","房地(土地+建物)+車位","3房2廳2衛","300","住家用","北投區",121.5090601,25.1178483
"臺北市北投區尊賢街３０２巷１號四樓","111/09/12",2000,48.3,41.43,"公寓(5樓含以下無電梯)",47,"四層,陽臺/四層","房地(土地+建物)","6房0廳6衛","0","住家用","北投區",121.5068406,25.1180196
"臺北市北投區新民路５７號七樓之１","111/09/11",1406,51.2,27.45,"華廈(10層含以下有電梯)",9,"七層/七層","房地(土地+建物)+車位","2房2廳1衛","0","住家用","北投區",121.5107183,25.1402699
"臺北市北投區復興三路６８之１號七樓","111/09/11",1788,36.1,49.54,"華廈(10層含以下有電梯)",27,"七層,電梯樓梯間/八層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.503883,25.145188
"臺北市北投區溫泉路６５巷１０號四樓之２","111/09/11",416,47.8,8.71,"華廈(10層含以下有電梯)",27,"四層/七層","房地(土地+建物)","0房1廳1衛","0","住家用","北投區",121.5044036,25.1355289
"臺北市北投區實踐街６巷３弄８號二樓","111/09/11",1720,60.5,28.41,"公寓(5樓含以下無電梯)",49,"二層/四層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5082902,25.1145313
"臺北市北投區中央北路三段４０巷１９弄１１號八樓之３","111/09/11",1350,56.2,24,"住宅大樓(11層含以上有電梯)",14,"八層/十一層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.4848781,25.1386495
"臺北市北投區石牌路二段３４８巷１５號二樓之１","111/09/10",1060,61,17.38,"華廈(10層含以下有電梯)",29,"二層/六層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5251165,25.1225913
"臺北市北投區西安街二段２０１號十一樓之５","111/09/09",3399,90,44.99,"住宅大樓(11層含以上有電梯)",1,"十一層/十五層","房地(土地+建物)+車位","3房2廳2衛","300","住家用","北投區",121.5100754,25.1197409
"臺北市北投區石牌路二段３６２號二樓","111/09/09",1880,44.5,42.24,"華廈(10層含以下有電梯)",44,"二層/七層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5255664,25.1235141
"臺北市北投區中央北路二段３２０巷９號二樓","111/09/09",1280,43.5,29.43,"公寓(5樓含以下無電梯)",39,"二層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.4896617,25.138585
"臺北市北投區永興路一段３２巷１５弄７號五樓","111/09/08",818,25.1,32.56,"公寓(5樓含以下無電梯)",44,"五層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5005547,25.1381699
"臺北市北投區尊賢街２５１巷１６號四樓","111/09/08",800,53.5,14.95,"公寓(5樓含以下無電梯)",45,"四層/四層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.5057325,25.1177414
"臺北市北投區石牌路二段３５７巷９之１號三樓","111/09/08",4515,58.3,77.42,"華廈(10層含以下有電梯)",34,"三層/五層","房地(土地+建物)+車位","4房2廳2衛","250","住家用","北投區",121.5249501,25.1241667
"臺北市北投區大同街２０８巷１８號四樓","111/09/06",1000,36.4,27.45,"公寓(5樓含以下無電梯)",44,"四層/四層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.4999978,25.1383813
"臺北市北投區明德路２０３號七樓之４","111/09/06",1700,56.6,30.01,"華廈(10層含以下有電梯)",44,"七層/七層","房地(土地+建物)","3房1廳2衛","0","住家用","北投區",121.5213731,25.1120879
"臺北市北投區石牌路二段３１５巷３４弄７號九樓之１","111/09/06",4550,66.5,68.46,"住宅大樓(11層含以上有電梯)",7,"九層/十四層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.5226548,25.1237792
"臺北市北投區中山路４７號九樓之４","111/09/06",250,25.5,9.81,"住宅大樓(11層含以上有電梯)",38,"九層/十二層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5116337,25.1385722
"臺北市北投區新民路５１之６號三樓之１","111/09/06",780,32,24.35,"公寓(5樓含以下無電梯)",45,"三層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5109271,25.1402959
"臺北市北投區溫泉路７１號六樓之２９","111/09/06",300,37.3,8.04,"華廈(10層含以下有電梯)",42,"六層/七層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.504815,25.135703
"臺北市北投區東華街一段４９６號十樓之１","111/09/05",5600,72.2,77.55,"住宅大樓(11層含以上有電梯)",16,"十層/十四層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.5175742,25.1126619
"臺北市北投區崇仁路一段８０巷１號二樓","111/09/05",1750,54,32.4,"公寓(5樓含以下無電梯)",41,"二層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5013534,25.1259102
"臺北市北投區石牌路一段３３巷４弄３號","111/09/05",2200,78.2,28.15,"公寓(5樓含以下無電梯)",51,"一層/四層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5098284,25.113726
"臺北市北投區公舘路４１８號四樓之２","111/09/05",880,62.6,14.05,"住宅大樓(11層含以上有電梯)",24,"四層,電梯樓梯間/十四層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5026784,25.1222563
"臺北市北投區尊賢街２３９巷１０號","111/09/04",773,29.8,25.97,"公寓(5樓含以下無電梯)",50,"一層/四層","房地(土地+建物)","3房1廳2衛","0","住家用","北投區",121.5072876,25.1161814
"臺北市北投區明德路１５０巷１６號二樓","111/09/04",1550,61.6,25.17,"公寓(5樓含以下無電梯)",45,"二層/五層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5211668,25.1103534
"臺北市北投區知行路２５６號四樓","111/09/04",2180,58,37.62,"華廈(10層含以下有電梯)",15,"四層/六層","房地(土地+建物)+車位","2房2廳2衛","150","住家用","北投區",121.4673941,25.1208644
"臺北市北投區復興一路５４之２號","111/09/03",750,46.7,16.07,"公寓(5樓含以下無電梯)",53,"一層/三層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.503299,25.141392
"臺北市北投區裕民二路４１號六樓","111/09/03",3850,85,54.71,"住宅大樓(11層含以上有電梯)",16,"六層/十五層","房地(土地+建物)+車位","3房2廳2衛","280","住家用","北投區",121.5169239,25.1151533
"臺北市北投區中山路４７號九樓之６","111/09/03",530,26.9,19.7,"住宅大樓(11層含以上有電梯)",38,"九層/十二層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5116337,25.1385722
"臺北市北投區溫泉路９９之１３號","111/09/03",510,39.6,12.88,"公寓(5樓含以下無電梯)",37,"一層/五層","房地(土地+建物)","0房1廳1衛","0","住家用","北投區",121.5099847,25.1364551
"臺北市北投區磺港路１４２號六樓之２","111/09/02",3300,63.5,59.55,"住宅大樓(11層含以上有電梯)",3,"六層/十八層","房地(土地+建物)+車位","3房2廳2衛","250","住家用","北投區",121.5028408,25.1291617
"臺北市北投區中山路３號二十四樓之８","111/09/02",3490,67.1,52.01,"住宅大樓(11層含以上有電梯)",20,"二十四層/二十五層","房地(土地+建物)","1房2廳2衛","0","住家用","北投區",121.505462,25.1372535
"臺北市北投區行義路１２之１號六樓","111/09/01",3285,70.6,46.54,"住宅大樓(11層含以上有電梯)",18,"六層/十一層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.5265405,25.124638
