"add","date","amount","price","area","type","age","floor.height","subject","pattern","car","use","section","lon","lat"
"臺北市北投區西安街一段３１３巷６弄４號三樓","111/07/20",1000,65.7,15.22,"公寓(5樓含以下無電梯)",50,"三層/四層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.515894,25.1130046
"臺北市北投區東陽街４７１號三樓","111/07/20",700,27.4,25.52,"公寓(5樓含以下無電梯)",51,"三層/四層","房地(土地+建物)","3房1廳1衛","0","住家用","北投區",121.5197389,25.1123493
"臺北市北投區西安街一段２９９巷１５號二樓","111/07/20",1250,55.2,22.65,"公寓(5樓含以下無電梯)",50,"二層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5160067,25.1123449
"臺北市北投區知行路３１６巷２號五樓","111/07/20",730,35.3,20.7,"公寓(5樓含以下無電梯)",44,"五層/五層","房地(土地+建物)","2房2廳2衛","0","住家用","北投區",121.4674043,25.122465
"臺北市北投區湖底路２４號","111/07/19",1500,0,33.27,"透天厝",80,"全/--","房地(土地+建物)","4房4廳2衛","0","住家用","北投區",121.536978,25.1483628
"臺北市北投區珠海路２６號十一樓","111/07/19",2358,55.2,42.69,"住宅大樓(11層含以上有電梯)",25,"十一層/十四層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.502164,25.137684
"臺北市北投區建民路１２５巷５號三樓","111/07/19",1613,53,30.44,"公寓(5樓含以下無電梯)",47,"三層,陽臺/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5172828,25.109757
"臺北市北投區新興路７０巷９號三樓","111/07/19",880,41,21.45,"公寓(5樓含以下無電梯)",28,"三層/五層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.48759,25.141028
"臺北市北投區稻香路１１４號","111/07/19",2150,0,35.28,"透天厝",50,"全/二層","房地(土地+建物)","5房3廳3衛","0","住家用","北投區",121.4903398,25.1423148
"臺北市北投區永興路一段３２巷１５弄５號四樓","111/07/18",500,15.5,32.19,"公寓(5樓含以下無電梯)",44,"四層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.500497,25.138186
"臺北市北投區大同街２１１號二樓","111/07/18",300,16.4,18.26,"公寓(5樓含以下無電梯)",41,"二層/五層","房地(土地+建物)","2房1廳1衛","0","住家用","北投區",121.4990857,25.1378439
"臺北市北投區文化三路６６號六樓","111/07/18",1653,44.6,37.1,"華廈(10層含以下有電梯)",36,"六層/七層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.4988099,25.1384682
"臺北市北投區西安街一段１８７號二樓之２","111/07/18",2188,26.1,83.85,"華廈(10層含以下有電梯)",10,"二層/七層","房地(土地+建物)+車位","2房1廳1衛","0","住家用","北投區",121.5181684,25.110219
"臺北市北投區新民路２巷２號三樓","111/07/18",1968,42.4,46.42,"華廈(10層含以下有電梯)",28,"三層/五層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.5116186,25.140195
"臺北市北投區溫泉路７１號五樓之２０","111/07/18",338,37.2,9.09,"華廈(10層含以下有電梯)",41,"五層/七層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.504815,25.135703
"臺北市北投區光明路２４６號三樓","111/07/18",1230,45,27.34,"華廈(10層含以下有電梯)",47,"三層,陽臺/八層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.5082503,25.1364097
"臺北市北投區中和街４１２號三樓","111/07/17",840,26.4,31.83,"公寓(5樓含以下無電梯)",45,"三層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.4980529,25.1438149
"臺北市北投區石牌路二段３２４巷３號五樓","111/07/17",2820,59.4,47.44,"華廈(10層含以下有電梯)",31,"五層/六層","房地(土地+建物)","4房2廳2衛","0","住家用","北投區",121.5241524,25.1216578
"臺北市北投區福美路２１１號十樓","111/07/17",930,16.1,57.59,"住宅大樓(11層含以上有電梯)",5,"十層/十三層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.5046506,25.1002756
"臺北市北投區石牌路二段３１５巷２８弄１６號三樓","111/07/17",908,71.3,12.74,"華廈(10層含以下有電梯)",14,"三層/七層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.523195,25.1236865
"臺北市北投區知行路２３９號四樓","111/07/17",958,40.4,23.72,"公寓(5樓含以下無電梯)",43,"四層/五層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.4670107,25.1205261
"臺北市北投區中央北路四段１８巷５號五樓","111/07/17",950,33.8,28.14,"公寓(5樓含以下無電梯)",43,"五層/五層","房地(土地+建物)","2房1廳1衛","0","住家用","北投區",121.4783323,25.1356247
"臺北市北投區奇岩路２４１巷７弄１０號四樓","111/07/16",4318,59.4,77.18,"華廈(10層含以下有電梯)",3,"四層/五層","房地(土地+建物)+車位","3房1廳2衛","240","住家用","北投區",121.5103903,25.1290345
"臺北市北投區西安街一段１５１號四樓","111/07/16",2050,66.7,30.73,"公寓(5樓含以下無電梯)",48,"四層/四層","房地(土地+建物)","6房0廳6衛","0","住家用","北投區",121.5187709,25.1092872
"臺北市北投區中央北路四段５８３巷１１弄２號","111/07/15",2750,0,59.55,"透天厝",57,"全/二層","房地(土地+建物)","7房4廳4衛","0","住家用","北投區",121.4660765,25.1249077
"臺北市北投區溫泉路６８巷６弄６號十樓之１","111/07/15",2690,62.3,50.49,"住宅大樓(11層含以上有電梯)",6,"十層/十一層","房地(土地+建物)+車位","3房2廳2衛","240","住家用","北投區",121.5054945,25.134785
"臺北市北投區大同街１０６號","111/07/15",1730,82.1,21.08,"公寓(5樓含以下無電梯)",49,"一層/三層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.498514,25.134427
"臺北市北投區知行路２５５號二樓","111/07/15",1255,50.6,24.78,"華廈(10層含以下有電梯)",11,"二層/十層","房地(土地+建物)+車位","2房2廳1衛","120","住家用","北投區",121.4671842,25.1211474
"臺北市北投區立農街二段２０２巷５弄７號","111/07/14",1945,73.1,26.6,"公寓(5樓含以下無電梯)",46,"一層,平台/四層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5143808,25.1180692
"臺北市北投區中和街２２８號二樓","111/07/14",1275,38,33.55,"公寓(5樓含以下無電梯)",37,"二層/五層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.501698,25.139218
"臺北市北投區明德路１５７號四樓之１０","111/07/13",1380,67.4,20.47,"華廈(10層含以下有電梯)",44,"四層/七層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.5209819,25.1110173
"臺北市北投區公舘路６３巷１號四樓","111/07/13",1100,27.4,40.2,"公寓(5樓含以下無電梯)",45,"四層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.503932,25.1327679
"臺北市北投區大業路７３７巷８號三樓","111/07/12",303,25,12.1,"公寓(5樓含以下無電梯)",53,"三層/三層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.502613,25.13777
"臺北市北投區承德路七段１１２巷１０號二樓","111/07/12",1006,31,32.49,"公寓(5樓含以下無電梯)",50,"二層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5099733,25.1121657
"臺北市北投區中和街５１５號四樓之１","111/07/12",940,31.9,29.48,"公寓(5樓含以下無電梯)",47,"四層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.494004,25.14529
"臺北市北投區大興街２４巷７弄９號四樓","111/07/12",1650,55.8,29.58,"公寓(5樓含以下無電梯)",43,"四層/四層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.499331,25.1289474
"臺北市北投區中央北路二段３５０巷７６號五樓","111/07/12",2780,50.1,55.47,"住宅大樓(11層含以上有電梯)",7,"五層/十四層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.4886382,25.1386694
"臺北市北投區致遠二路１０１號二樓","111/07/11",1180,36.3,32.5,"公寓(5樓含以下無電梯)",43,"二層/五層","房地(土地+建物)","3房1廳2衛","0","住家用","北投區",121.5118163,25.1164791
"臺北市北投區三合街二段４５４號十三樓","111/07/11",1050,70.6,14.87,"住宅大樓(11層含以上有電梯)",24,"十三層/十八層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.502369,25.1267518
"臺北市北投區榮華一路３巷８號四樓","111/07/10",1700,55.9,30.43,"公寓(5樓含以下無電梯)",39,"四層/五層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5247126,25.1122819
"臺北市北投區西安街一段３１７號","111/07/10",1400,56.7,24.7,"公寓(5樓含以下無電梯)",50,"三層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5161358,25.1130253
"臺北市北投區自強街６１巷５弄７號三樓","111/07/10",1928,50.9,37.89,"公寓(5樓含以下無電梯)",38,"三層/五層","房地(土地+建物)","4房2廳2衛","0","住家用","北投區",121.5135262,25.1106757
"臺北市北投區中央北路三段２５４號四樓","111/07/10",1210,34.9,34.64,"公寓(5樓含以下無電梯)",41,"四層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.4797449,25.1358986
"臺北市北投區中山北路七段２１９巷３弄４３號三樓","111/07/10",1500,52.8,28.41,"華廈(10層含以下有電梯)",38,"三層/七層","房地(土地+建物)","2房2廳2衛","0","住家用","北投區",121.530528,25.1270659
"臺北市北投區永興路一段２６號二樓","111/07/09",1200,43.4,27.62,"公寓(5樓含以下無電梯)",44,"二層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.4999354,25.1389836
"臺北市北投區石牌路二段３１５巷２８弄１６號五樓之３","111/07/09",1165,82.3,14.16,"華廈(10層含以下有電梯)",14,"五層/七層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.523195,25.1236865
"臺北市北投區大度路三段３０１巷２８弄１０號三樓","111/07/09",900,36.6,24.56,"公寓(5樓含以下無電梯)",35,"三層/五層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.4655667,25.1224295
"臺北市北投區知行路３３６號五樓之７","111/07/08",470,46.3,10.15,"住宅大樓(11層含以上有電梯)",25,"五層/十三層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.4670934,25.1228645
"臺北市北投區行義路１４０巷２７號四樓","111/07/08",1545,36.7,42.06,"公寓(5樓含以下無電梯)",37,"四層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.528955,25.12958
"臺北市北投區天母北路１０５巷１５弄１號三樓之２","111/07/08",1900,47.5,40,"住宅大樓(11層含以上有電梯)",27,"三層/十一層","房地(土地+建物)+車位","2房2廳1衛","0","住家用","北投區",121.5273903,25.1240576
"臺北市北投區紗帽路１１６號六樓之３","111/07/08",1125,35.2,32,"華廈(10層含以下有電梯)",44,"六層/十層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5473972,25.1507168
"臺北市北投區中央北路三段９０號","111/07/06",2009,71.6,28.04,"公寓(5樓含以下無電梯)",34,"一層,夾層/五層","房地(土地+建物)","0房2廳2衛","0","住家用","北投區",121.4843907,25.1379594
"臺北市北投區公舘路１６１巷２９號五樓","111/07/05",2835,47.6,59.54,"華廈(10層含以下有電梯)",7,"五層/五層","房地(土地+建物)+車位","2房1廳2衛","0","住家用","北投區",121.5064408,25.1291362
"臺北市北投區公舘路１６１巷２５號二樓","111/07/05",3980,43.2,92.18,"華廈(10層含以下有電梯)",7,"二層/五層","房地(土地+建物)+車位","4房2廳2衛","0","住家用","北投區",121.5064408,25.1291362
"臺北市北投區溫泉路１３９號四樓之２０","111/07/04",683,33,20.68,"華廈(10層含以下有電梯)",45,"四層/七層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.5119595,25.1399752
"臺北市北投區稻香路１８６號三樓之５","111/07/04",1366,48.6,33.74,"華廈(10層含以下有電梯)",1,"三層/五層","房地(土地+建物)+車位","2房2廳1衛","200","住家用","北投區",121.4881694,25.1440497
"臺北市北投區三合街一段３８號八樓","111/07/04",3800,67.8,56.03,"華廈(10層含以下有電梯)",5,"八層/十層","房地(土地+建物)+車位","2房2廳2衛","0","住家用","北投區",121.5059081,25.1273675
"臺北市北投區三合街一段７３號五樓","111/07/04",6880,72.4,111.85,"華廈(10層含以下有電梯)",8,"五層/九層","房地(土地+建物)+車位","4房2廳2衛","560","住家用","北投區",121.5046799,25.12685
"臺北市北投區致遠一路一段１０巷４號三樓","111/07/04",1850,54.9,33.7,"公寓(5樓含以下無電梯)",47,"三層,陽臺/四層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5175895,25.1079635
"臺北市北投區同德街４０巷１４號五樓","111/07/03",1102,37.5,29.42,"公寓(5樓含以下無電梯)",42,"五層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5278219,25.1245722
"臺北市北投區溫泉路６８巷６弄６號九樓之１","111/07/02",2660,61.3,50.49,"住宅大樓(11層含以上有電梯)",6,"九層/十一層","房地(土地+建物)+車位","3房2廳2衛","250","住家用","北投區",121.5054945,25.134785
"臺北市北投區三合街一段３８號四樓之２","111/07/02",2870,80.1,46.36,"華廈(10層含以下有電梯)",5,"四層/十層","房地(土地+建物)+車位","2房2廳1衛","260","住家用","北投區",121.5059081,25.1273675
"臺北市北投區大度路三段２２３號十二樓","111/07/02",2250,41.4,54.4,"住宅大樓(11層含以上有電梯)",32,"十二層/十五層","房地(土地+建物)","4房2廳2衛","0","住家用","北投區",121.4669259,25.1230548
"臺北市北投區東華街二段３４０巷２弄１３號","111/07/02",1950,84.6,23.04,"公寓(5樓含以下無電梯)",45,"一層/四層","房地(土地+建物)","2房3廳1衛","0","住家用","北投區",121.5060891,25.1215265
"臺北市北投區石牌路二段３１１號十樓","111/07/02",4000,72.5,55.17,"住宅大樓(11層含以上有電梯)",1,"十層/十四層","房地(土地+建物)+車位","2房2廳2衛","0","住家用","北投區",121.523069,25.121648
"臺北市北投區承德路七段２１２號四樓之１","111/07/02",3500,65.3,53.58,"住宅大樓(11層含以上有電梯)",15,"四層/十五層","房地(土地+建物)+車位","4房2廳2衛","330","住家用","北投區",121.506941,25.11504
"臺北市北投區中央北路四段５４１巷１５號十七樓","111/07/01",3620,76.3,64.25,"住宅大樓(11層含以上有電梯)",1,"十七層/十八層","房地(土地+建物)+車位","3房1廳2衛","640","住家用","北投區",121.4683077,25.1274685
"臺北市北投區明德路１５７之７號","111/06/30",750,36.8,20.36,"華廈(10層含以下有電梯)",44,"一層/七層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5209819,25.1110173
"臺北市北投區致遠一路一段７５號五樓","111/06/30",2215,53.9,41.1,"華廈(10層含以下有電梯)",7,"五層/八層","房地(土地+建物)+車位","1房2廳1衛","0","住家用","北投區",121.5156053,25.1089223
"臺北市北投區育仁路１２５號","111/06/29",4688,0,25.11,"透天厝",50,"全/二層","房地(土地+建物)","3房3廳2衛","0","住家用","北投區",121.5001357,25.1359593
"臺北市北投區中和街２９２巷２號","111/06/29",2430,64.3,37.8,"公寓(5樓含以下無電梯)",54,"一層/三層","房地(土地+建物)","3房1廳1衛","0","住家用","北投區",121.500453,25.14065
"臺北市北投區中和街２９２巷２號三樓","111/06/29",900,53.8,16.71,"公寓(5樓含以下無電梯)",54,"三層/三層","房地(土地+建物)","2房1廳1衛","0","住家用","北投區",121.500453,25.14065
"臺北市北投區吉利街１２３巷２０號六樓","111/06/29",520,73,7.13,"華廈(10層含以下有電梯)",26,"六層/八層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5063754,25.1191703
"臺北市北投區泉源路４９之１６號六樓","111/06/29",565,32.4,17.41,"華廈(10層含以下有電梯)",40,"六層/七層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5088058,25.1413044
"臺北市北投區光明路２６號十六樓","111/06/29",4600,66.5,69.12,"住宅大樓(11層含以上有電梯)",15,"十六層/二十九層","房地(土地+建物)+車位","4房2廳2衛","400","住家用","北投區",121.4992684,25.1322952
"臺北市北投區知行路４巷６號四樓","111/06/28",868,31.1,27.88,"公寓(5樓含以下無電梯)",37,"四層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.4663058,25.1177271
"臺北市北投區清江路６９巷８號三樓","111/06/28",1036,48.8,21.25,"公寓(5樓含以下無電梯)",42,"三層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5024932,25.1303109
"臺北市北投區中和街５２５巷８弄２８號四樓","111/06/27",1000,38.6,25.88,"公寓(5樓含以下無電梯)",45,"四層/四層","房地(土地+建物)","5房3廳2衛","0","住家用","北投區",121.492725,25.14498
"臺北市北投區吉利街３５９號九樓","111/06/27",4650,71.5,67.82,"華廈(10層含以下有電梯)",8,"九層,見其他登記事項/九層","房地(土地+建物)+車位","7房2廳6衛","300","住家用","北投區",121.5122879,25.1179035
"臺北市北投區知行路３８號五樓","111/06/27",870,28.5,30.57,"公寓(5樓含以下無電梯)",35,"五層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.466968,25.118071
"臺北市北投區永興路一段５３巷３號三樓","111/06/27",950,44.7,21.27,"公寓(5樓含以下無電梯)",52,"三層/四層","房地(土地+建物)","1房2廳1衛","0","住家用","北投區",121.500456,25.139694
"臺北市北投區中山北路七段２１９巷３弄１９５號二樓","111/06/27",1850,53.3,35.95,"華廈(10層含以下有電梯)",38,"二層/七層","房地(土地+建物)+車位","2房2廳2衛","350","住家用","北投區",121.5307716,25.1300894
"臺北市北投區石牌路一段１６６巷１１３號四樓","111/06/26",1030,52.5,19.62,"公寓(5樓含以下無電梯)",42,"四層/五層","房地(土地+建物)","2房1廳1衛","0","住家用","北投區",121.5155032,25.1120048
"臺北市北投區中和街４９３巷３弄８號五樓","111/06/26",900,33.6,26.78,"公寓(5樓含以下無電梯)",42,"五層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.4953076,25.144534
"臺北市北投區清江路９１巷４８號四樓","111/06/26",1435,43.7,32.84,"公寓(5樓含以下無電梯)",41,"四層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5029744,25.1298504
"臺北市北投區溫泉路６５巷１６號十二樓之１３","111/06/25",888,52.3,16.97,"住宅大樓(11層含以上有電梯)",44,"十二層/十二層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5050939,25.1360037
"臺北市北投區公舘路２０９巷３６弄９號四樓","111/06/25",810,39.1,20.72,"華廈(10層含以下有電梯)",51,"四層/六層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.509587,25.127467
"臺北市北投區中華街４號二樓","111/06/25",1390,41.2,33.73,"公寓(5樓含以下無電梯)",44,"二層/四層","房地(土地+建物)","3房1廳1衛","0","住家用","北投區",121.5015581,25.1418829
"臺北市北投區中央北路四段１６８號二樓","111/06/25",1630,50.3,32.39,"華廈(10層含以下有電梯)",15,"二層/五層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.4753101,25.1331651
"臺北市北投區泉源路３４號九樓之２","111/06/24",690,35,19.73,"華廈(10層含以下有電梯)",24,"九層/十層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5065383,25.1402898
"臺北市北投區致遠一路二段１２巷５弄４號","111/06/24",2550,77.2,33.03,"公寓(5樓含以下無電梯)",45,"一層/五層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5148881,25.1117334
"臺北市北投區中央北路四段５８３巷１１弄４１之２號","111/06/24",1568,43.1,36.4,"公寓(5樓含以下無電梯)",38,"一層/四層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.466179,25.125413000000002
"臺北市北投區中正街４９巷１１號","111/06/24",1500,0,10.81,"透天厝",63,"全/二層","房地(土地+建物)","6房3廳2衛","0","住家用","北投區",121.5001207,25.1318235
"臺北市北投區公舘路２０９巷１４號三樓之１","111/06/24",2428,47.9,50.7,"華廈(10層含以下有電梯)",13,"三層/七層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.5087558,25.1274582
"臺北市北投區中山路４７號八樓之３","111/06/24",548,27.8,19.7,"住宅大樓(11層含以上有電梯)",38,"八層/十二層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5116337,25.1385722
"臺北市北投區公舘路１６１巷３１號四樓","111/06/24",4200,48.8,86.09,"華廈(10層含以下有電梯)",7,"四層/五層","房地(土地+建物)+車位","4房2廳1衛","0","住家用","北投區",121.5064408,25.1291362
"臺北市北投區中央北路三段４０巷３４弄１６號十三樓","111/06/24",2700,54.7,55.67,"住宅大樓(11層含以上有電梯)",10,"十三層/二十一層","房地(土地+建物)+車位","3房2廳2衛","200","住家用","北投區",121.4858875,25.1397264
"臺北市北投區中和街３２４號四樓","111/06/23",1000,43.4,23.04,"公寓(5樓含以下無電梯)",41,"四層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.499755,25.141134
"臺北市北投區三合街一段３６巷５號六樓","111/06/23",3800,66.6,57.09,"華廈(10層含以下有電梯)",6,"六層/九層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.5061576,25.1276861
"臺北市北投區大業路３００巷１９號三樓","111/06/23",1420,44.2,32.16,"公寓(5樓含以下無電梯)",44,"三層/四層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.4988983,25.1283596
"臺北市北投區永興路一段３２巷５號四樓","111/06/23",1068,31,34.48,"公寓(5樓含以下無電梯)",44,"四層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.500179,25.138473
"臺北市北投區泉源路１１號六樓之２","111/06/22",1250,37.4,33.42,"華廈(10層含以下有電梯)",43,"六層/八層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5039673,25.1375436
"臺北市北投區公舘路１６１巷２１號三樓","111/06/22",3562,42.4,84.05,"華廈(10層含以下有電梯)",7,"三層/五層","房地(土地+建物)+車位","4房2廳2衛","0","住家用","北投區",121.5064408,25.1291362
"臺北市北投區公舘路１６１巷２９號四樓","111/06/22",3005,47.6,63.17,"華廈(10層含以下有電梯)",7,"四層/五層","房地(土地+建物)+車位","3房2廳2衛","0","住家用","北投區",121.5064408,25.1291362
"臺北市北投區公舘路１６１巷２１號四樓","111/06/22",3270,47.8,68.37,"華廈(10層含以下有電梯)",7,"四層/五層","房地(土地+建物)+車位","4房2廳2衛","0","住家用","北投區",121.5064408,25.1291362
"臺北市北投區大興街２４巷６弄５號二樓","111/06/22",1200,48.9,24.54,"公寓(5樓含以下無電梯)",42,"二層/四層","房地(土地+建物)","2房1廳1衛","0","住家用","北投區",121.4985937,25.1289631
"臺北市北投區尊賢街２３９巷７號六樓之１","111/06/22",2050,74.8,28.97,"華廈(10層含以下有電梯)",14,"六層/七層","房地(土地+建物)+車位","2房2廳1衛","180","住家用","北投區",121.5072057,25.1159762
"臺北市北投區中央北路四段５４１巷１５號十二樓","111/06/22",3156,72.9,51.65,"住宅大樓(11層含以上有電梯)",1,"十二層/十八層","房地(土地+建物)+車位","3房1廳2衛","310","住家用","北投區",121.4683077,25.1274685
"臺北市北投區知行路２４５巷１號五樓","111/06/22",920,40.8,22.54,"公寓(5樓含以下無電梯)",43,"五層/五層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.4669028,25.1206225
"臺北市北投區幽雅路７號五樓之１６","111/06/22",1520,42.4,39.31,"住宅大樓(11層含以上有電梯)",13,"五層/十三層","房地(土地+建物)+車位","1房2廳1衛","150","住家用","北投區",121.5134154,25.1372467
"臺北市北投區文化三路４３號七樓","111/06/21",1450,40.9,35.49,"華廈(10層含以下有電梯)",37,"七層/七層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.497928,25.1388443
"臺北市北投區磺港路１３６號十一樓","111/06/21",4300,62.5,68.78,"住宅大樓(11層含以上有電梯)",8,"十一層/十四層","房地(土地+建物)+車位","2房0廳2衛","0","住家用","北投區",121.5029512,25.1293839
"臺北市北投區雙全街２０號三樓之５","111/06/21",1468,56.5,35.36,"住宅大樓(11層含以上有電梯)",15,"三層/十三層","房地(土地+建物)+車位","2房2廳1衛","150","住家用","北投區",121.501005,25.138833
"臺北市北投區東華街二段１８６號五樓","111/06/21",1400,41.2,33.94,"公寓(5樓含以下無電梯)",38,"五層/五層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5107832,25.1202817
"臺北市北投區知行路９１巷１號三樓","111/06/20",300,17.9,16.74,"公寓(5樓含以下無電梯)",40,"三層/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.468452,25.118607
"臺北市北投區泉源路３６之２２號十一樓之１","111/06/20",435,34.6,12.56,"住宅大樓(11層含以上有電梯)",33,"十一層/十一層","房地(土地+建物)","1房0廳1衛","0","住家用","北投區",121.5071755,25.1415041
"臺北市北投區中和街４９３巷３弄１２號五樓","111/06/19",1050,40,26.26,"公寓(5樓含以下無電梯)",42,"五層/五層","房地(土地+建物)","2房2廳1衛","0","住家用","北投區",121.495528,25.144464
"臺北市北投區中和街４０號八樓之３１","111/06/19",670,42.7,15.69,"華廈(10層含以下有電梯)",42,"八層/八層","房地(土地+建物)","3房1廳1衛","0","住家用","北投區",121.5028006,25.1381929
"臺北市北投區尊賢街２６４巷１０之１號四樓","111/06/19",1900,50.4,37.67,"公寓(5樓含以下無電梯)",38,"四層/五層","房地(土地+建物)","3房2廳2衛","0","住家用","北投區",121.5074204,25.1174195
"臺北市北投區中央北路三段２２０巷１７號二樓","111/06/18",3420,45.5,83.56,"華廈(10層含以下有電梯)",11,"二層/五層","房地(土地+建物)+車位","4房2廳2衛","360","住家用","北投區",121.4803408,25.1367156
"臺北市北投區泉源路３９之５６號三樓","111/06/18",575,33.6,17.09,"華廈(10層含以下有電梯)",36,"三層/七層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5071767,25.141508
"臺北市北投區光明路２０１號九樓","111/06/18",2800,70.6,43.93,"住宅大樓(11層含以上有電梯)",5,"九層/二十四層","房地(土地+建物)+車位","2房2廳2衛","180","住家用","北投區",121.503448,25.136201
"臺北市北投區石牌路二段３１１號十二樓","111/06/18",4159.8,92.2,55.29,"住宅大樓(11層含以上有電梯)",1,"十二層/十四層","房地(土地+建物)+車位","2房2廳2衛","260","住家用","北投區",121.523069,25.121648
"臺北市北投區溫泉路３７巷２８號二樓之３","111/06/18",620,51.2,12.12,"住宅大樓(11層含以上有電梯)",17,"二層/十三層","房地(土地+建物)","1房1廳1衛","0","住家用","北投區",121.5028185,25.1345091
"臺北市北投區中央北路四段５４１巷１３號十三樓","111/06/18",2860,72.3,48.56,"住宅大樓(11層含以上有電梯)",1,"十三層/十八層","房地(土地+建物)+車位","3房1廳2衛","260","住家用","北投區",121.4683077,25.1274685
"臺北市北投區永興路一段９號四樓","111/06/18",735,30.2,24.33,"公寓(5樓含以下無電梯)",45,"四層/五層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.4995844,25.138987
"臺北市北投區三合街二段４６２號三樓","111/06/17",1100,45.6,24.14,"公寓(5樓含以下無電梯)",49,"三層/三層","房地(土地+建物)","3房1廳1衛","0","住家用","北投區",121.501886,25.1265566
"臺北市北投區光明路１８５號十四樓之１","111/06/17",6000,81.7,73.41,"住宅大樓(11層含以上有電梯)",11,"十四層/十四層","房地(土地+建物)+車位","2房2廳3衛","0","住家用","北投區",121.5031499,25.1357858
"臺北市北投區石牌路一段３９巷１３３弄１號二樓","111/06/17",1850,52.4,35.27,"公寓(5樓含以下無電梯)",47,"二層,陽臺/四層","房地(土地+建物)","3房2廳1衛","0","住家用","北投區",121.5098672,25.1181016
"臺北市北投區新民路７３之４號四樓","111/06/17",330,10.5,31.4,"公寓(5樓含以下無電梯)",43,"四層/四層","建物","3房2廳1衛","0","住家用","北投區",121.512561,25.1410348
